market,feature_set,model,horizon_step,seeds_completed,price_rmse_mean,price_rmse_std,rmse_mean,rmse_std,mean_ratio_to_persistence
bist100,close,naive_persistence,1,5,146.9388811494616,0.0,0.0205060815810273,0.0,1.0
bist100,close,lstm_gru,1,5,148.6539831068657,2.0930344830810492,0.0205075114722901,0.00012154347092848604,1.0116722132630067
bist100,close,dnfs,1,5,149.90461301657297,2.392305607555711,0.02060591254012896,0.0002758560523277205,1.0201834384739512
bist100,close,mlp,1,5,154.35435524911992,4.759923531983148,0.02104432160241602,0.00041197025601016874,1.0504663846740165
bist100,close,cnn1d,1,5,172.27268163589514,9.7525498773059,0.022322959321157198,0.0011489872288642246,1.1724104626920686
bist100,close,linear_regression,1,5,289.22400844179015,0.0,0.0324596525527164,0.0,1.9683286423530109
bist100,close,naive_persistence,2,5,224.9830135517745,0.0,0.0280314947994574,0.0,1.0
bist100,close,lstm_gru,2,5,225.41656508088863,2.3743710299591383,0.0279599550867904,0.00018400144411186083,1.0019270411675518
bist100,close,dnfs,2,5,233.53537486389047,2.8273757346962127,0.02859207321650482,0.0003672502560214741,1.0380133645518437
bist100,close,mlp,2,5,234.9793096810452,8.536919895057098,0.028586744958192762,0.0007437362044205479,1.0444313371550173
bist100,close,cnn1d,2,5,278.1739864578359,8.642403036199294,0.03248236486004102,0.001456840192707555,1.2364221727958178
bist100,close,linear_regression,2,5,328.11944357006854,0.0,0.0391093619718874,0.0,1.4584187418867498
bist100,close,naive_persistence,3,5,249.37524289957565,0.0,0.0321524764022248,0.0,1.0
bist100,close,lstm_gru,3,5,253.65366807964273,6.443970231343569,0.032303110832522616,0.00046960456277458213,1.0171565754896927
bist100,close,dnfs,3,5,259.75835710890675,3.896669636501816,0.03246698626541808,0.000517783861039931,1.0416365076524954
bist100,close,mlp,3,5,268.154007999152,12.838428217465337,0.03306003348388864,0.0010068741027503922,1.075303245347168
bist100,close,cnn1d,3,5,374.5673410787561,32.605116701912515,0.04345984300056408,0.004278769907344536,1.5020229623579584
bist100,close,linear_regression,3,5,535.639940686,0.0,0.0548373282271528,0.0,2.1479274945576865
bist100,close,naive_persistence,4,5,308.93260015257925,0.0,0.0393267510304069,0.0,1.0
bist100,close,lstm_gru,4,5,316.45558326659074,10.208121524473755,0.03973381365246516,0.0007877865722475921,1.0243515352872954
bist100,close,dnfs,4,5,324.75594473077166,3.495622092358107,0.0399636284023027,0.00041789127364936655,1.0512194069851397
bist100,close,mlp,4,5,342.1984067160213,21.20254351386504,0.041496924560891525,0.001997685649847746,1.107679819310142
bist100,close,cnn1d,4,5,509.9596646501958,52.6837710040343,0.058248405406186844,0.0061169926212877555,1.6507149598272597
bist100,close,linear_regression,4,5,745.7545236432904,0.0,0.0766772344956629,0.0,2.41397160181531
bist100,close,naive_persistence,5,5,380.8861193904128,0.0,0.0459161329750177,0.0,1.0
bist100,close,lstm_gru,5,5,385.9187663659436,14.657440722264115,0.04614035442116178,0.001062608526292799,1.0132129965344636
bist100,close,dnfs,5,5,396.7659699714697,5.544120784237294,0.0466066667699348,0.0006429901360863117,1.041691859515573
bist100,close,mlp,5,5,426.9328677537093,27.3569475680504,0.04940063263621938,0.002682385127873834,1.1208937423001704
bist100,close,cnn1d,5,5,610.6937655212021,63.25406583661242,0.06888105338836825,0.007773051718100233,1.6033500157437708
bist100,close,linear_regression,5,5,937.646554851967,0.0,0.0944594752676233,0.0,2.4617503949805752
bist100,close,naive_persistence,6,5,461.85699383885355,0.0,0.0537277289092737,0.0,1.0
bist100,close,lstm_gru,6,5,469.2410788490266,23.76524672143572,0.05418889758444526,0.0018935414864719594,1.0159878168105632
bist100,close,dnfs,6,5,492.73994901631386,10.093105628871598,0.05585311538139014,0.0010362299796694435,1.0668669211237183
bist100,close,mlp,6,5,517.2803414010252,31.226405580342682,0.05836307091797488,0.0027603782301580744,1.1200011005603812
bist100,close,cnn1d,6,5,683.8682890645106,69.40442238007144,0.07742496204828228,0.008558678643170952,1.4806927213126035
bist100,close,linear_regression,6,5,1158.7204616092176,0.0,0.1060861256221198,0.0,2.508829523134831
bist100,close,naive_persistence,7,5,483.412655610725,0.0,0.057081775441904,0.0,1.0
bist100,close,lstm_gru,7,5,483.4754269687552,28.897619247229326,0.0571348840461529,0.0024636334773533502,1.0001298504648184
bist100,close,dnfs,7,5,519.1030661960637,13.453057025574466,0.05982972373650296,0.0014658000540615996,1.0738301121642102
bist100,close,mlp,7,5,550.9014970766683,37.365837865809276,0.06326922678332718,0.0034295337120794074,1.1396091738241327
