model,fold,mae,rmse,mape,r2,price_mae,price_rmse,price_mape,price_r2,run_id,market,feature_set,seed,artifact_dir
cnn1d,0,0.0874696412588704,0.1017905456627671,80.53176556421178,-1.903576772754549,240.11192445591917,282.172569826425,8.251078655915983,-1.8224999452027824,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,1,0.0633109106367902,0.076877974044446,111.1207650320728,-1.9345987792752528,205.9818987669829,252.17034549838652,6.047894476200357,-1.8536344092293848,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,2,0.059055108273394,0.0730971324210753,81.2012436028413,-0.3855994863567382,204.89155944561557,257.3506035064769,5.663848364088802,-0.4055731125019048,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,3,0.1084464680566699,0.134100898134006,456.7996387316048,-3.8102201208538986,437.4707629001023,545.6275267080828,10.000800390205267,-3.412598813176777,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,4,0.021397958315652,0.0243847321083112,48.77140389626437,0.6174090873526226,104.10186750613856,118.40190596210076,2.139302229174372,0.6155175340738042,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,5,0.0621109561710132,0.0951430656277671,234.501370077166,-4.140509154257945,342.3370319754057,523.3717133393384,6.679016799717136,-4.725716618427128,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,6,0.0931969922941063,0.1043423569000938,171.30031396611182,-2.2220695637925365,459.8997276249881,518.3965059958686,8.799551066319927,-2.194920719116195,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,7,0.1390313340063439,0.1412880240480552,95.5599921076712,-23.848740628029187,678.726972106819,691.6640672892119,12.952390274708703,-20.944461856590426,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,8,0.0225538931874196,0.0268584529796809,68.21531218038186,-0.4392637046704233,112.8266242486222,133.99313980789162,2.278946229501752,-0.4320988424304774,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,9,0.038895073461396,0.0532808999823429,68.58979072387206,0.0064350899270155,184.18241764613785,250.5538264623744,4.0343389177036295,0.0369703138662319,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,10,0.0687652648965189,0.0798037258395317,95.2533752982908,0.0488201226354649,338.322569933357,397.7311283125933,6.83253124319728,0.0474821230664804,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,11,0.0472345692551107,0.0533799599771058,109.85429436310672,0.356883440977765,271.3407834307096,304.48737650865536,4.7788744729203465,0.3719082326792868,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,12,0.0697688479255341,0.0838209422048765,79.0180889619655,-1.2730345770462437,476.1467588087265,577.7162217411112,6.638665297736393,-1.2397584450305414,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,13,0.1043037720198363,0.1241181199912276,2069.4196495711635,-14.553836014685544,773.8220959491307,920.141609886129,9.704098331694624,-12.777188065531924,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,14,0.0781305759178179,0.0832107393777445,2562.037597423654,-7.0477348155070345,663.1886344663296,705.5158014165025,8.170406434404839,-7.82212842511413,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,15,0.1195469344124112,0.1353559223734081,178.46028619715355,-10.511573641595133,998.5888808190244,1129.2388642227734,12.924434974758686,-11.707239225715073,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,16,0.0220790152997711,0.0249627792664059,195.5491602070825,-0.8728254437961669,172.9550168872483,196.19001257701797,2.178881685032637,-0.8773544846884611,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,17,0.063122798784927,0.0774689962749996,224.29912935107131,-5.023524557757291,500.7093191603179,612.6497805686814,6.623018560081176,-5.388985753022714,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,18,0.0414959005458078,0.046146146723272,72.06307928194508,-1.1234592472834066,325.6846565568223,364.5873695533607,4.045818579344388,-1.1151371034940722,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,19,0.0080258439094217,0.0099318414885427,110.9010463499236,0.903681351893691,72.79353151358472,90.54918664373984,0.8011381642037466,0.8999398084678101,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,20,0.1074881500675709,0.1321578943417091,339.8461192709246,-69.95208524240438,893.1265785423468,1087.0989546983296,9.927317237714036,-58.704026243191294,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,21,0.4538636659693028,0.5187927532882732,2104.2190338845107,-191.96036314500236,3294.426271660907,3687.891739414827,34.42986984372271,-110.88296808697112,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,22,0.0237364177989986,0.0298112509973997,70.5543098937848,-0.2385368310905289,251.50677998468035,316.9776019757799,2.416883045645589,-0.2773468501812111,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,23,0.0718678196438358,0.0945367913751362,1185.5127174719096,-17.36103325686372,714.0114514267448,935.519930839772,6.760858757014029,-15.606292255588755,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,24,0.1972499888572797,0.2271491422447398,3668.600116741156,-112.18546210802516,1911.046610580568,2179.562052879221,17.374204470637462,-88.33950888959974,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,25,0.5716624765731686,0.6504695501951143,832.9851470471365,-379.5439739153648,4069.6671559409706,4437.903453711456,40.77571876841613,-167.06809398343273,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,26,0.0462970724648123,0.0520079690599609,456.20220005931895,-7.233550258440836,442.5143949986911,496.93453910114494,4.497673910322727,-6.8802692053569015,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,27,0.0488839353111149,0.0580877424718589,467.3335783924359,-0.7271615693541136,427.8794331839828,499.4038334559675,4.7255082760818405,-0.4646072987928054,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
cnn1d,28,0.0835315438872893,0.0956919810547871,388.2625246512864,-11.235666143602984,724.5322480409518,831.0643295961245,7.913938874914484,-10.292867124705442,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260716_154038_060787
