market,feature_set,model,planned_runs,completed_runs,failed_runs,running_runs,planned_pending_runs,skipped_runs,divergence_count,divergence_rate,completion_state,runs,seeds_completed,price_rmse_mean,price_rmse_std,price_mae_mean,price_mae_std,rmse_mean,rmse_std,mae_mean,mae_std,training_time_seconds_mean,training_time_seconds_std,inference_time_seconds_mean,inference_time_seconds_std,seeds_beating_persistence,eligible_for_ranking,price_rmse_rank
sp500,close,mlp,5,5,0,0,0,0,0,0.0,complete,5,5,245.12264929299346,2.7360927499755836,189.02765744890561,1.8366707650971297,0.04718288016585754,0.00045704092748910557,0.03651029040232754,0.00028724387965291134,165.59576766260253,3.5892165579897735,0.01489361940111844,0.0002166953117425922,5,True,3.0
sp500,close,naive_persistence,5,5,0,0,0,0,0,0.0,complete,5,5,248.55120638789964,0.0,199.9259406887755,0.0,0.0477422900503976,0.0,0.0385495026035196,0.0,0.0,0.0,0.0,0.0,0,True,4.0
sp500,close,cnn1d,5,5,0,0,0,0,0,0.0,complete,5,5,253.35198592674638,7.931764831265591,202.29392289723302,7.162175426647057,0.04884290537293762,0.0013826264644977572,0.03900401275597048,0.0013687619472346926,129.70081524580036,6.457072510093336,0.020200675603155062,0.0003941794012225344,2,True,5.0
sp500,close,dnfs,5,5,0,0,0,0,0,0.0,complete,5,5,260.34467796980545,2.6544926813259373,207.60359525735234,2.9588753404313874,0.050344016353681395,0.0005101103081048705,0.040260481179670383,0.0006000660110562654,192.39236337059776,7.682834623735966,0.0507611691980855,0.0004470867931677873,0,True,6.0
sp500,indicators,cnn1d,5,5,0,0,0,0,0,0.0,complete,5,5,226.90107994617173,7.172779967501067,174.94216714595373,4.812822814025348,0.043136763386643975,0.0011587434162347065,0.03359033298678216,0.0007930103011168184,103.28276737099823,1.2922959779557632,0.02231615920081816,0.0003661678659667021,5,True,1.0
sp500,indicators,dnfs,5,5,0,0,0,0,0,0.0,complete,5,5,238.5995273266479,3.4418029022662098,188.13852059909306,1.9713890592710168,0.04600591427658452,0.0006121677705430059,0.03639575058516574,0.00037762166806982084,173.15915169680338,2.4090754903016505,0.05731293240351072,0.00017374637525921434,5,True,2.0
sp500,indicators,lstm_gru,5,5,0,0,0,0,0,0.0,complete,5,5,248.41854485494113,5.422720995794257,197.02342051729937,3.1086858878687624,0.04736010239046908,0.0008074718324596325,0.03779116723441056,0.0005040060459768484,142.76453259260197,3.384632834116587,0.03395321919961128,0.0003820022770218016,1,True,3.0
sp500,indicators,naive_persistence,5,5,0,0,0,0,0,0.0,complete,5,5,248.55120638789964,0.0,199.9259406887755,0.0,0.0477422900503976,0.0,0.0385495026035196,0.0,0.0,0.0,0.0,0.0,0,True,4.0
sp500,indicators,mlp,5,5,0,0,0,0,0,0.0,complete,5,5,258.2766072757389,13.592543485439602,199.50684394909504,14.850205618519539,0.0488742723871099,0.0027358782942812497,0.0380100034632447,0.002889972128087577,103.22857981359994,2.2103618297420558,0.015478122195418081,0.00036823495960415644,1,True,5.0
sp500,indicators,linear_regression,5,5,0,0,0,0,0,0.0,complete,5,5,260.0490045972773,0.0,208.01795841613892,0.0,0.0499577460910671,0.0,0.0400495535346876,0.0,2.3513818337985866,0.019016606644159162,0.012566796401915738,0.00019631726729429385,0,True,6.0
wig20,close,naive_persistence,5,5,0,0,0,0,0,0.0,complete,5,5,133.75027549774717,0.0,107.11836201435813,0.0,0.0508658401361443,0.0,0.0407503681458734,0.0,0.0,0.0,0.0,0.0,0,True,1.0
wig20,close,dnfs,5,5,0,0,0,0,0,0.0,complete,5,5,142.41100924871563,1.7359694585901535,115.0077982813408,1.7321165876868152,0.054155652786039975,0.0005832304956474352,0.04376675808323382,0.0004972605451770453,144.10288612659934,11.032852536072314,0.03905375439917402,0.0007171665971231172,0,True,2.0
wig20,close,mlp,5,5,0,0,0,0,0,0.0,complete,5,5,142.80418837267072,1.4285892201511627,113.87040803443847,1.678290650919365,0.05444371259878542,0.000821899389060288,0.04331984328443716,0.0006785485262912769,76.80480723760175,2.362875300502983,0.01133081320022024,0.00016340633572554646,0,True,3.0
wig20,close,lstm_gru,5,5,0,0,0,0,0,0.0,complete,5,5,142.8573021708612,1.7296514047457667,114.96725154770313,1.2600547079734468,0.05355699306629552,0.0005692849799165383,0.043397528052656745,0.00042727562862603205,119.84465531259866,4.301741660507678,0.02336865000015674,0.00030349834758564036,0,True,4.0
wig20,close,cnn1d,5,5,0,0,0,0,0,0.0,complete,5,5,143.08056875676735,1.5898794616622531,113.3240862755943,2.048320763359456,0.05426233807217042,0.000460585710677636,0.0430654617760162,0.0006822802773457434,87.41799475899988,5.520297669194764,0.01722802920003228,0.004360889979942679,0,True,5.0
wig20,close,linear_regression,5,5,0,0,0,0,0,0.0,complete,5,5,150.23205304994485,0.0,119.61085611052754,0.0,0.0552281460382454,0.0,0.0446616471710481,0.0,0.1612425277995498,0.008730324016229276,0.00911164740082308,0.0008830915481489296,0,True,6.0
wig20,indicators,naive_persistence,5,5,0,0,0,0,0,0.0,complete,5,5,133.75027549774717,0.0,107.11836201435813,0.0,0.0508658401361443,0.0,0.0407503681458734,0.0,0.0,0.0,0.0,0.0,0,True,1.0
wig20,indicators,mlp,5,5,0,0,0,0,0,0.0,complete,5,5,139.80699160301037,1.8592107928591672,114.05562339728377,4.1159168823040355,0.05374446692240446,0.0003140125254956006,0.04363112580491116,0.001407749632962404,59.0385731207989,1.661724691136804,0.0118855860029725,0.00019375386763042452,0,True,2.0
wig20,indicators,cnn1d,5,5,0,0,0,0,0,0.0,complete,5,5,140.81891442659338,2.417176012374961,113.67145159871693,2.9498127586993492,0.05353780987773886,0.0007498559853316654,0.04344754274870906,0.0009949569300319245,64.8956084555999,1.0121652050964414,0.01774273439978054,0.0004911203001412652,0,True,3.0
wig20,indicators,lstm_gru,5,5,0,0,0,0,0,0.0,complete,5,5,140.9431803316663,4.468099014939071,114.10074896345354,3.89568851891088,0.05333094142619436,0.0011263777270825368,0.043346730688987256,0.0011631398565890463,95.66680923180047,2.097482436788388,0.0243392012000185,0.0004710972313096318,0,True,4.0
wig20,indicators,linear_regression,5,5,0,0,0,0,0,0.0,complete,5,5,147.20914194860077,0.0,118.74165436118528,0.0,0.05403582590231619,0.0,0.0444105023731442,0.0,1.497550115400736,0.0272555558614141,0.00949698539916422,0.00012887856406647018,0,True,5.0
wig20,indicators,dnfs,5,5,0,0,0,0,0,0.0,complete,5,5,147.6903867789109,3.806110972226561,119.34160177366353,2.2444491224527092,0.055972818358833075,0.0013909677867343475,0.04542644661321726,0.0008624430189909408,93.90432216039972,1.059789028515445,0.040573892601787495,0.00020608967309504374,0,True,6.0
