market,feature_set,model,fold,seeds_completed,price_rmse_mean,price_rmse_std,price_mae_mean,price_mae_std,rmse_mean,rmse_std,mae_mean,mae_std
bist100,close,linear_regression,0,5,542.8007977978868,0.0,542.8007977978868,0.0,0.1910285792829085,0.0,0.1910285792829085,0.0
bist100,close,naive_persistence,0,5,584.39990234375,0.0,584.39990234375,0.0,0.2072919309139251,0.0,0.2072919309139251,0.0
bist100,close,dnfs,0,5,593.9843352009954,32.05486883003097,593.9843352009954,32.05486883003097,0.21114119731872866,0.012691844356295983,0.21114119731872866,0.012691844356295983
bist100,close,mlp,0,5,631.3654465351516,39.44418844909023,631.3654465351516,39.44418844909023,0.22607640277724222,0.015735763902828253,0.22607640277724222,0.015735763902828253
bist100,close,lstm_gru,0,5,654.6056607229176,12.889256366434829,654.6056607229176,12.889256366434829,0.23536456222406893,0.005218980462292726,0.23536456222406893,0.005218980462292726
bist100,close,cnn1d,0,5,689.5037551374342,41.41827695977634,689.5037551374342,41.41827695977634,0.24971580800372103,0.016870179614695474,0.24971580800372103,0.016870179614695474
bist100,close,naive_persistence,1,5,124.300048828125,0.0,124.300048828125,0.0,0.0390482656657695,0.0,0.0390482656657695,0.0
bist100,close,dnfs,1,5,149.30616694869641,46.14209535585391,149.30616694869641,46.14209535585391,0.04718003445319552,0.014870954052821309,0.04718003445319552,0.014870954052821309
bist100,close,lstm_gru,1,5,207.31590217679522,23.520246673159736,207.31590217679522,23.520246673159736,0.06602701246750567,0.007711329997686645,0.06602701246750567,0.007711329997686645
bist100,close,mlp,1,5,210.87668184540243,106.39597683571621,210.87668184540243,106.39597683571621,0.06765979565261025,0.03465286817980567,0.06765979565261025,0.03465286817980567
bist100,close,cnn1d,1,5,276.3009745778504,67.63260196962165,276.3009745778504,67.63260196962165,0.08917463006823603,0.022651658110624404,0.08917463006823603,0.022651658110624404
bist100,close,linear_regression,1,5,344.0298366855113,0.0,344.0298366855113,0.0,0.1120409524420652,0.0,0.1120409524420652,0.0
bist100,close,naive_persistence,2,5,634.5,0.0,634.5,0.0,0.1785506755113601,0.0,0.1785506755113601,0.0
bist100,close,dnfs,2,5,680.7165636274967,53.96287599639666,680.7165636274967,53.96287599639666,0.19300519901980281,0.01681170925620942,0.19300519901980281,0.01681170925620942
bist100,close,mlp,2,5,684.0874105317714,72.90346329403872,684.0874105317714,72.90346329403872,0.1941532820001617,0.02274280472159737,0.1941532820001617,0.02274280472159737
bist100,close,lstm_gru,2,5,760.3490982912792,18.480720550103175,760.3490982912792,18.480720550103175,0.21810933063831767,0.005933919496796347,0.21810933063831767,0.005933919496796347
bist100,close,cnn1d,2,5,792.1395870640029,85.4699845769278,792.1395870640029,85.4699845769278,0.22864335389209384,0.027677205862593018,0.22864335389209384,0.027677205862593018
bist100,close,linear_regression,2,5,897.9888741117323,0.0,897.9888741117323,0.0,0.2632139815445918,0.0,0.2632139815445918,0.0
bist100,close,naive_persistence,3,5,788.199951171875,0.0,788.199951171875,0.0,0.1849253177642822,0.0,0.1849253177642822,0.0
bist100,close,dnfs,3,5,802.0991564784521,39.09819285841497,802.0991564784521,39.09819285841497,0.1885548305334856,0.010146802022166418,0.1885548305334856,0.010146802022166418
bist100,close,lstm_gru,3,5,887.515034154923,41.831212841900154,887.515034154923,41.831212841900154,0.210902213631744,0.011063683716597222,0.210902213631744,0.011063683716597222
bist100,close,mlp,3,5,894.820093696917,57.67360111687441,894.820093696917,57.67360111687441,0.21288003758160307,0.015213928952501354,0.21288003758160307,0.015213928952501354
bist100,close,linear_regression,3,5,926.5941384871649,0.0,926.5941384871649,0.0,0.2212427303116447,0.0,0.2212427303116447,0.0
bist100,close,cnn1d,3,5,1080.3078226947118,136.15080570929194,1080.3078226947118,136.15080570929194,0.26377688355600504,0.03851999227376282,0.26377688355600504,0.03851999227376282
bist100,close,naive_persistence,4,5,398.0,0.0,398.0,0.0,0.0818123742938041,0.0,0.0818123742938041,0.0
bist100,close,dnfs,4,5,436.65655827169815,55.55118838784735,436.65655827169815,55.55118838784735,0.09018475265553536,0.012002451270042085,0.09018475265553536,0.012002451270042085
bist100,close,mlp,4,5,502.1462515215388,252.97870363587208,502.1462515215388,252.97870363587208,0.10562551378126595,0.0562207625180778,0.10562551378126595,0.0562207625180778
bist100,close,lstm_gru,4,5,571.8998308549678,31.358201465432607,571.8998308549678,31.358201465432607,0.11979288563229211,0.006959009766967085,0.11979288563229211,0.006959009766967085
bist100,close,cnn1d,4,5,635.8446863798883,63.353941067399795,635.8446863798883,63.353941067399795,0.13418425284872465,0.014269328411838594,0.13418425284872465,0.014269328411838594
bist100,close,linear_regression,4,5,659.9250323428196,0.0,659.9250323428196,0.0,0.1395524588516821,0.0,0.1395524588516821,0.0
bist100,close,lstm_gru,5,5,137.13495872540716,45.37902925644758,137.13495872540716,45.37902925644758,0.0285519451820203,0.00933604808255307,0.0285519451820203,0.00933604808255307
bist100,close,mlp,5,5,150.02428502692948,118.64381450337127,150.02428502692948,118.64381450337127,0.031222614823988783,0.02395763597383447,0.031222614823988783,0.02395763597383447
bist100,close,cnn1d,5,5,263.85509324020677,65.16338011778218,263.85509324020677,65.16338011778218,0.056520745882412834,0.013507336538628017,0.056520745882412834,0.013507336538628017
bist100,close,dnfs,5,5,328.80500828969434,30.227201483941986,328.80500828969434,30.227201483941986,0.06720586786831274,0.005984551430753022,0.06720586786831274,0.005984551430753022
bist100,close,naive_persistence,5,5,337.60009765625,0.0,337.60009765625,0.0,0.06895761936903,0.0,0.06895761936903,0.0
bist100,close,linear_regression,5,5,743.846549966961,0.0,743.846549966961,0.0,0.1711419240843258,0.0,0.1711419240843258,0.0
bist100,close,lstm_gru,6,5,76.64142688501579,46.71788555478656,76.64142688501579,46.71788555478656,0.01686282966916816,0.010197130052942396,0.01686282966916816,0.010197130052942396
bist100,close,dnfs,6,5,169.6611253003319,37.46435784460456,169.6611253003319,37.46435784460456,0.03694067232220548,0.008021301909473744,0.03694067232220548,0.008021301909473744
bist100,close,mlp,6,5,195.53974974223965,112.24235864362392,195.53974974223965,112.24235864362392,0.04463192551935868,0.02599561027392374,0.04463192551935868,0.02599561027392374
bist100,close,naive_persistence,6,5,223.60009765625,0.0,223.60009765625,0.0,0.0484381839632988,0.0,0.0484381839632988,0.0
bist100,close,linear_regression,6,5,235.5053899811428,0.0,235.5053899811428,0.0,0.053688733061562,0.0,0.053688733061562,0.0
bist100,close,cnn1d,6,5,379.78516991529307,225.93451448069524,379.78516991529307,225.93451448069524,0.08929163340343638,0.055733580271835115,0.08929163340343638,0.055733580271835115
bist100,close,naive_persistence,7,5,702.0,0.0,702.0,0.0,0.1448069512844085,0.0,0.1448069512844085,0.0
bist100,close,dnfs,7,5,703.662352719583,52.160608759999825,703.662352719583,52.160608759999825,0.14523013519981776,0.011659918073980912,0.14523013519981776,0.011659918073980912
