run_id,market,model,feature_set,seed,config_sha256,aligned_warmup_rows,matched_plan_path
bist100__naive_persistence__close__seed7,bist100,naive_persistence,close,7,c167f9d102cfdee82d26872f197a1193bed8c4fc7d7fc160fe4d9ecc8db38e03,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__close__seed42,bist100,naive_persistence,close,42,a0c9f60286635063fdeffe3a3604d19075d225940385c2ea90c048a67c803e11,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__close__seed123,bist100,naive_persistence,close,123,c75281567290d5f9c805ba2edaf0a2ecd83d9dc93aab0eb1cb38277a6f0cc26b,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__close__seed2026,bist100,naive_persistence,close,2026,5ddcc5755c64d28691332d45383d55c553246b02b4e76b72d8f7feb1014b202b,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__indicators__seed1,bist100,naive_persistence,indicators,1,77af6d9cd1ccd58feb6886b98e51b0789d30deea14ded2f6ba9a98dbb432c2f4,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__indicators__seed7,bist100,naive_persistence,indicators,7,bff9578e43f95306e9a0bdd1462c2abd531dfe270a33881aa2e9ce7d384f927e,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__indicators__seed42,bist100,naive_persistence,indicators,42,35fd0335e3a4eeb6df33fdd2440d889247ea6b3e98f3acf4971005bca7237471,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__indicators__seed123,bist100,naive_persistence,indicators,123,698f633bc16afb2b7b1d5b54b04fd09d6723f42405d56c8103fea6556be614ad,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__indicators__seed2026,bist100,naive_persistence,indicators,2026,156a803226d59afd71ec0578135ca2603e33005d0bcccc17a94334ce57eac51a,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__close__seed1,bist100,linear_regression,close,1,346c1a3164a7d653606328cafa9eecd957a911fd68103b7b2c85b19b5c15b421,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__close__seed7,bist100,linear_regression,close,7,56cfa590d0917d9ae4bbb3b76c2f71249888abb0d10901930f73e761c988eb60,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__close__seed42,bist100,linear_regression,close,42,72a03daa680f3937b588667b300af19cf8828cb78bda16154d943c358145835c,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__close__seed123,bist100,linear_regression,close,123,1ad046900401295c12e0457fd4330d41615190763ecaa406ab1ac09d6da6cff9,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__close__seed2026,bist100,linear_regression,close,2026,226978735bbab08c76d3814bb6d36ef82307663a6028389581f9fb1f9565fe5d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__indicators__seed1,bist100,linear_regression,indicators,1,7c98ea3212324c65dba79854ea0920f60e0b183b94d4af641167690d69c2733e,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__indicators__seed7,bist100,linear_regression,indicators,7,f830e51b87c2618143faf8474cf02198b47b072c0e7489a86cec5a3854138969,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__indicators__seed42,bist100,linear_regression,indicators,42,6917e9be9181e894e8c8e4ef1430348ea225c5b07d8b4d135233013bbd3a7e91,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__indicators__seed123,bist100,linear_regression,indicators,123,822eeea103f669909d1354f8d5dd3e9b798da56cb92d1903c19d0c78a61d940f,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__indicators__seed2026,bist100,linear_regression,indicators,2026,2bf45be871c073bb0c3e792de5df72104b4d6e8d228357916c77907ff0a8c6a3,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__close__seed1,bist100,cnn1d,close,1,1a4fdb96dce2aae78835135b748112c1aeb3e65e80e0c76d8ebc0e5a0e044bb4,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__close__seed7,bist100,cnn1d,close,7,606f24dad5523af2a99b5542eb72621a8dbff42fb0c14fb5a2988ad72d480c6a,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__close__seed42,bist100,cnn1d,close,42,304efb6f69b42ca06bc06b238a96121a04bc1d2c034e32465a4f81e32942260b,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__close__seed123,bist100,cnn1d,close,123,83ada8b4e4ca1a1dc5913cd5ee3bfa88f753801b300c6d2e53e6521d60d9fb30,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__close__seed2026,bist100,cnn1d,close,2026,9853b3c614c0a6eb153c4247e78561a3cedc4e44085c9c4f3bb9eae20f0e248e,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__indicators__seed1,bist100,cnn1d,indicators,1,bebd6df9780d0dda3e51cd158f7b39eb760d7cf0a4a62b95b8e10f6194509d17,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__indicators__seed7,bist100,cnn1d,indicators,7,7a66e7851f830add48fde6606712de304ac51209080e3f2e0cf31bda715b97c6,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__indicators__seed42,bist100,cnn1d,indicators,42,cd19bd4c9493e55f7a3431f9d56441b9caf7703f9bb61a976bef8b3aa60dc9da,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__indicators__seed123,bist100,cnn1d,indicators,123,6abe90e7743a077c6a5a480571c3d43f61186d16e6550c39fe23db288c8ada74,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__indicators__seed2026,bist100,cnn1d,indicators,2026,33628c2610f5e17a5c9d5deb9a0c31c073333e30ea39f292ac0445a1bdfbacb7,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__mlp__close__seed1,bist100,mlp,close,1,a7cafc7e75b0416f46e2d57f411e1092f04138b09fb0a78d82ed6bb5bc013cab,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__mlp__close__seed7,bist100,mlp,close,7,3bd3c2f1b7c6c028b6643a340aab6acb90122d0e69595f46ab37419195ba5762,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__mlp__close__seed42,bist100,mlp,close,42,b63969368e512f8a232b79ddea576a1a93c6cc4ead301b7560020627dd1a2566,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__mlp__close__seed123,bist100,mlp,close,123,d7c1e473414d81c49d2592d92867fbb01fc419c436b4c035d6b5323311c78037,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__mlp__close__seed2026,bist100,mlp,close,2026,633fe1b96a280211e19c465a44951e643998eed0c7735e332cc289eb4a752413,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__mlp__indicators__seed1,bist100,mlp,indicators,1,c77ba09f1ab55bde929ea1d9b744d34d174f704079831ba9c291e999adc755f2,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__mlp__indicators__seed7,bist100,mlp,indicators,7,3f9e60004d40d24daa9f27b7d80b98b9afa9c7bfb405691d93bfb7738f6e505d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__mlp__indicators__seed42,bist100,mlp,indicators,42,60732fb688132a2c21ffd20dc57a8ee7018def51790cc71e2c429ab23c326816,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__mlp__indicators__seed123,bist100,mlp,indicators,123,d2989e09f8fc73a93c9a4f9cd5b056e6dd262a5bcef8695dd6d28b417568e264,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__mlp__indicators__seed2026,bist100,mlp,indicators,2026,be99e8d4fa84edb1431e9b1eb18cdae9afb365955908a1c78489e7a20720f7a5,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__close__seed1,bist100,lstm_gru,close,1,29d41ef7b2a5128f3fe16bc7e6e7983dfb7be88346847ca65624c3cd141566be,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__close__seed7,bist100,lstm_gru,close,7,bd559a16569f29c1a189765ffe0eeef894c88fabaffc6e563ea5c1fc2dad8243,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__close__seed42,bist100,lstm_gru,close,42,ecaebb8fd26312035cce9e0f26ddfebb54d688af002e93bb42f1cca79605d410,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__close__seed123,bist100,lstm_gru,close,123,7fff8bd90aa782f1c903324e2ba70637f8e4ca52efd267fa7ec70febd2ca7ee0,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__close__seed2026,bist100,lstm_gru,close,2026,10deed21c369572a7ef15f767a31e25d373c4ffddb1e20466122766d22731737,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__indicators__seed1,bist100,lstm_gru,indicators,1,fd87020e521ceaca2ff12cef066529466ef98f39f768e5713dc836d4c3209754,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__indicators__seed7,bist100,lstm_gru,indicators,7,e2c2952514ea0f83b0a8c418979166a5d5fc5f00c58a10b2d4d13aae3b08e561,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__indicators__seed42,bist100,lstm_gru,indicators,42,10e9d2c1c9caa35d6e47652ffa663bac0a73177fe46a1888862a470997a5e246,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__indicators__seed123,bist100,lstm_gru,indicators,123,4bc40e72c06cfa5f56c411c4a3de237d38311cfc3a385e6c2300f042b71f0f4b,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__indicators__seed2026,bist100,lstm_gru,indicators,2026,ae67b29adf232efb18800aa71157d5115bc88e231af163f9a236b6ec16b78671,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__dnfs__close__seed1,bist100,dnfs,close,1,4aab1dead0e332bee4fa6561d8d39bbf1995db4618b48cf97ce1043ee5ff9bda,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__dnfs__close__seed7,bist100,dnfs,close,7,9848e0e20daa340ae2586692987bf2e191e5af95f1d09027863a468c4771b3d2,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__dnfs__close__seed42,bist100,dnfs,close,42,c8e36f3f439ddd12ba9a03209d86e3c33e8df2aedd2b226924905da5c51b6f65,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__dnfs__close__seed123,bist100,dnfs,close,123,a096812746d33e3999339c098e91c22aca7e594409f5349ef273814162f3c65d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__dnfs__close__seed2026,bist100,dnfs,close,2026,84a9d1b751ef2862799058747c86ae38b9f4188dc49061943a6e3ff81d6f5be0,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__dnfs__indicators__seed1,bist100,dnfs,indicators,1,96463fbc131a1367ec45987291ee97814cf63cb63e301e9942bd2c84128e9cda,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__dnfs__indicators__seed7,bist100,dnfs,indicators,7,c718814da5f578a000d41f237bd4558b2a2b2996b46ce1c89d0a36f25bd1513a,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__dnfs__indicators__seed42,bist100,dnfs,indicators,42,183f33777cf4b8af1da818bb2ba04754b66d7d3fbc6540680306326621c16d42,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__dnfs__indicators__seed123,bist100,dnfs,indicators,123,7b91680bac6ec05638a9b11cf7d54e24f9254c2fbf0c6c24a07861e05e7677a0,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
bist100__dnfs__indicators__seed2026,bist100,dnfs,indicators,2026,2ac977a34ce8efdb806ef50f6c98d5de7b58c9d8994e6e4982929ca252bfd49d,33,outputs/batches/markets_matched_origins_direct_h20/matched_origins/bist100_plan.csv
