num_rules,seeds,price_rmse_mean,price_rmse_std,price_mae_mean,return_rmse_mean,return_mae_mean,improvement_vs_persistence_pct_mean,training_time_seconds_mean,inference_time_seconds_mean,seeds_won_vs_persistence,fold_win_rate,horizon_step_win_rate,effective_rules_per_fold,effective_rules_per_sample,largest_mean_rule_usage,active_rules_above_1pct,unused_rules_below_1pct,normalized_entropy,dominant_rule_fraction,parameter_count,effective_rules_to_total_ratio
4,5,102.8380832348779,6.4842706121876335,79.2819282749902,0.050272482439817655,0.03855478167477564,0.22092405482756128,49.249035417207054,0.5706518577877432,2,0.68,0.39,2.5728511669067613,2.5074300242765166,0.5765290940105915,3.28,0.72,0.6643890632607355,0.8959999999999999,16932,0.6432127917266903
8,5,100.78494917124416,5.760402067094623,78.23396221901358,0.0492971923479418,0.03806004411367088,2.2129858787827836,40.92104344960535,0.49653304275125265,3,0.72,0.49,3.789339640917296,3.6593197543206397,0.48376610815525056,5.2,2.8,0.6194494436583955,0.868,17320,0.473667455114662
16,5,109.3108393917532,5.573263995250475,84.92892641089392,0.05349689345200054,0.04132096469223298,-6.059294399617563,39.470442158414514,0.5540367408073508,1,0.44,0.18,4.848092993397989,4.490995861270642,0.40408323083817954,6.92,9.08,0.5525074731611609,0.752,18096,0.3030058120873743
