usage_regularization,horizon_step,price_rmse_mean,price_rmse_std,persistence_price_rmse,improvement_vs_persistence_pct_mean,seeds_won_vs_persistence
3e-3,5,93.89666344271501,3.744867422500937,92.17911956274942,-1.8632678291057032,2
3e-3,6,108.24196349289005,4.197614787687534,107.40401603448495,-0.7801826126651139,3
3e-3,7,100.42252663528294,4.9173282093258885,99.48074340343514,-0.9466990290055088,3
3e-3,8,85.01916941826333,5.968897083947551,82.89921603154957,-2.5572659045496327,2
3e-3,9,87.46621031026012,6.472867798454423,84.90129828759552,-3.021051590961771,2
3e-3,10,74.01588612611486,6.9615901411408565,72.50754953007278,-2.080247651200099,2
3e-3,11,85.63459633006373,7.6936568999572215,85.40165691117862,-0.27275749360154133,3
3e-3,12,95.66686268363819,8.480491224756832,96.85971216268328,1.2315228410359282,3
3e-3,13,107.25756342479767,10.350480851181743,107.62501510291597,0.34141846834300205,3
3e-3,14,91.79562725129327,11.173353034396259,92.96627599200448,1.2592187093865082,3
