market,feature_set,model,seeds,ratio_mean,ratio_std,price_rmse_mean,price_rmse_std
bist100,close,naive_persistence,5,1.0,0.0,544.3323490510911,0.0
bist100,close,lstm_gru,5,1.020591440486661,0.03960729107935866,555.5409362215411,21.559529792777614
bist100,close,dnfs,5,1.0432549187741358,0.05144137587029083,567.8774005954306,28.001204965895486
bist100,close,mlp,5,1.3535875271228743,0.09957116615662523,736.8014782850516,54.199806771792325
bist100,close,cnn1d,5,2.1417919496415565,0.3456964040159684,1165.8466431271045,188.17373565652719
bist100,close,linear_regression,5,3.7683545438020873,0.0,2051.237280885143,0.0
bist100,indicators,naive_persistence,5,1.0,0.0,544.3323490510911,0.0
bist100,indicators,dnfs,5,1.008539938225487,0.022975119767224734,548.9809136861217,12.506100912623628
bist100,indicators,lstm_gru,5,1.016719620691386,0.02579271536784907,553.4333794572765,14.039809344587471
bist100,indicators,mlp,5,1.667812463937696,0.18146696469810536,907.8442762718944,98.77833916929114
bist100,indicators,cnn1d,5,2.259650907945447,0.3459811628527893,1230.001086757376,188.3287391030869
sp500,close,linear_regression,5,0.9735412188135564,0.0,162.8360897227837,0.0
sp500,close,lstm_gru,5,0.9909609096815934,0.006620936366277562,165.74973558627136,1.1074285991731454
sp500,close,naive_persistence,5,1.0,0.0,167.26162855357083,0.0
sp500,close,cnn1d,5,1.006729244439158,0.010964511106501476,168.38717293739947,1.8339419839671285
sp500,close,mlp,5,1.008640280010168,0.0054254979300200614,168.7068158592304,0.9074776194891928
sp500,close,dnfs,5,1.0122584753553399,0.015509190405149106,169.3120011050888,2.594092444712669
sp500,indicators,cnn1d,5,0.9410143224788529,0.017898643469251723,157.395588070048,2.993756255566771
sp500,indicators,lstm_gru,5,0.9754452646016347,0.018169004651886044,163.15456352213823,3.038977307271867
sp500,indicators,naive_persistence,5,1.0,0.0,167.26162855357083,0.0
sp500,indicators,mlp,5,1.0124429015957055,0.04676103919589941,169.34284853840035,7.821327568763488
sp500,indicators,dnfs,5,1.013828958145282,0.029923152463659623,169.57468261414982,5.0049952125285
sp500,indicators,linear_regression,5,1.0384077778313565,0.0,173.68577602276727,0.0
wig20,close,naive_persistence,5,1.0,0.0,96.58449377616964,0.0
wig20,close,cnn1d,5,1.0626373857694316,0.035484360513086254,102.63429397217283,3.4272389971275428
wig20,close,mlp,5,1.0688389613289222,0.018192639919884193,103.23327000820089,1.757126917114153
wig20,close,lstm_gru,5,1.0697257515425218,0.017201420816070106,103.3189201920671,1.6613905217509937
wig20,close,dnfs,5,1.0774501593828625,0.03637176505563852,104.06497821304706,3.5129485156446303
wig20,close,linear_regression,5,1.199016599260485,0.0,115.80641126879841,0.0
wig20,indicators,naive_persistence,5,1.0,0.0,96.58449377616964,0.0
wig20,indicators,lstm_gru,5,1.0459654056004302,0.0051473551883676385,101.0240392073035,0.49715469515463095
wig20,indicators,mlp,5,1.06121421867623,0.059870161276752945,102.49683809891705,5.782529219212825
wig20,indicators,cnn1d,5,1.0677239536508474,0.023426990550362937,103.12557755605751,2.2626840230059146
wig20,indicators,dnfs,5,1.0931533800068076,0.015325869995524084,105.5816658276663,1.4802413951970808
wig20,indicators,linear_regression,5,1.2343431137512013,0.0,119.21840478776076,0.0
