market,feature_set,model,planned_runs,completed_runs,failed_runs,running_runs,planned_pending_runs,skipped_runs,divergence_count,divergence_rate,completion_state,runs,seeds_completed,price_rmse_mean,price_rmse_std,price_mae_mean,price_mae_std,rmse_mean,rmse_std,mae_mean,mae_std,training_time_seconds_mean,training_time_seconds_std,inference_time_seconds_mean,inference_time_seconds_std,seeds_beating_persistence,eligible_for_ranking,price_rmse_rank
bist100,close,naive_persistence,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,544.3323490510911,0.0,411.49421664038726,0.0,0.0665400295390244,0.0,0.0510484144439592,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0
bist100,close,lstm_gru,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,555.5409362215411,21.559529792777614,429.05330707594703,16.50248953519489,0.0693475477219697,0.001191972645064363,0.053242250331167196,0.0014600502229485388,198.0667285736068,10.127279609091136,0.7123671136316261,0.0075861197305173616,2.0,True,2.0
bist100,close,dnfs,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,567.8774005954306,28.001204965895486,425.79329666410365,16.046565240014388,0.06740426072166898,0.0027397047227767754,0.05154873814730476,0.0017036266758303075,229.59485769859603,2.832404729183619,1.2033802890058722,0.007272703689224996,1.0,True,3.0
bist100,close,mlp,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,736.8014782850516,54.199806771792325,530.4135094830675,29.98255459376225,0.08534114854970573,0.005588556905196787,0.0629745792369404,0.0035859387618817832,130.79280894060358,8.622934282680085,0.3348242821608437,0.0029906857620913426,0.0,True,4.0
bist100,close,cnn1d,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,1165.8466431271045,188.17373565652719,734.3325234247338,94.91057494683831,0.14462047669985398,0.026902107131401325,0.09026751977647249,0.012241542731530193,131.86775934298785,10.557562848410214,0.4637022113238345,0.0018419007026693635,0.0,True,5.0
bist100,close,linear_regression,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,2051.237280885143,0.0,1501.3762486437274,0.0,0.2450251055369692,0.0,0.1826297026950802,0.0,0.2646792733939946,0.006793773517601653,0.2130205597990425,0.0022198723651248226,0.0,True,6.0
bist100,indicators,naive_persistence,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,544.3323490510911,0.0,411.49421664038726,0.0,0.0665400295390244,0.0,0.0510484144439592,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0
bist100,indicators,dnfs,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,548.9809136861217,12.506100912623628,422.3387499723402,9.2634440082948,0.06725847435622202,0.0016392783164337445,0.05215268878872402,0.0011156809294213922,231.27359869259962,9.213930752638548,1.2631012424069923,0.015079521599036088,2.0,True,2.0
bist100,indicators,lstm_gru,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,553.4333794572765,14.039809344587471,422.0841167282714,8.409552171844508,0.0674418060740277,0.0015124157614176846,0.05189603078247016,0.0009073131554060671,196.0007065975995,8.092007624481322,0.7618366942420834,0.006416590871788874,1.0,True,3.0
bist100,indicators,mlp,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,907.8442762718944,98.77833916929114,602.5830878197377,46.505810500486206,0.0974581951052987,0.009208295460538835,0.07003045419042367,0.006949323873359625,164.67765523859998,10.960841129995455,0.3725685248005902,0.0023583553084407746,0.0,True,4.0
bist100,indicators,cnn1d,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,1230.001086757376,188.3287391030869,825.122597597049,104.0462526481519,0.1310140044592642,0.017461164590613244,0.09440054728827874,0.012279931383998013,138.25480318122572,7.464855546309444,0.47112719935394126,0.002993784493412451,0.0,True,5.0
bist100,indicators,linear_regression,5,0,5,0,0,0,5,1.0,failed,,,,,,,,,,,,,,,,False,
sp500,close,linear_regression,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,162.8360897227837,0.0,121.81563784079913,0.0,0.0323683696289341,0.0,0.0238605911961103,0.0,0.2838483456034737,0.005945715326182242,0.2213398574145685,0.0033550814234769677,5.0,True,1.0
sp500,close,lstm_gru,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,165.74973558627136,1.1074285991731454,121.0138946884119,0.39309004907862144,0.03289398053043548,0.00027768623719889965,0.023714981905799522,7.985218548984349e-05,235.26442532920555,11.310467789337645,0.720913547812961,0.008105966505600823,4.0,True,2.0
sp500,close,naive_persistence,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,167.26162855357083,0.0,123.93899043913811,0.0,0.0330813840126051,0.0,0.0242834056877667,0.0,0.0,0.0,0.0,0.0,0.0,True,3.0
sp500,close,cnn1d,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,168.38717293739947,1.8339419839671285,122.30508658031381,1.1662879373053914,0.03323336791111749,0.00032298103464618324,0.02391964239229344,0.00022113912924363725,170.87857996360253,3.6365928980414015,0.4709027586155571,0.004264102539668329,1.0,True,4.0
sp500,close,mlp,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,168.7068158592304,0.9074776194891928,123.27784781019315,1.090884749918647,0.03332415892615968,0.0002844549230354475,0.02409366137637412,0.00022537049033743685,164.90179449620192,10.295105683299965,0.33761322822465445,0.002249883172852099,0.0,True,5.0
sp500,close,dnfs,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,169.3120011050888,2.594092444712669,123.96116792337796,2.174156701192985,0.0334796960241124,0.0004725835820796911,0.02429327894112818,0.0003928617213703539,273.31004493800646,12.224063256271258,1.2156201976329613,0.004298920611566379,1.0,True,6.0
sp500,indicators,cnn1d,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,157.395588070048,2.993756255566771,116.84869378325413,2.525031499111677,0.03113536784643946,0.0005827857742244429,0.022823246231128504,0.0004585855284070264,152.34459680919682,5.524173557842318,0.47981340220649144,0.005424015565341253,5.0,True,1.0
sp500,indicators,lstm_gru,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,163.15456352213823,3.038977307271867,119.08450661285073,1.9619491787500534,0.0325774479526931,0.000724329286702243,0.023407468158693177,0.0004396511705949915,199.02476926520103,12.827139924057317,0.7725687074118468,0.003290665830193449,5.0,True,2.0
sp500,indicators,naive_persistence,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,167.26162855357083,0.0,123.93899043913811,0.0,0.0330813840126051,0.0,0.0242834056877667,0.0,0.0,0.0,0.0,0.0,0.0,True,3.0
sp500,indicators,mlp,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,169.34284853840035,7.821327568763488,123.08904554103472,4.2687309549017005,0.033290255216952516,0.0015098866031168481,0.023963984072771123,0.0008222414445005007,169.4259488868047,6.999565613834489,0.3863024809797934,0.005525630277210255,2.0,True,4.0
sp500,indicators,dnfs,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,169.57468261414982,5.0049952125285,122.26253350017627,2.2236031119468582,0.033569695846130385,0.0009229882947126072,0.02391764989598762,0.00041077546822207005,213.27100750801037,10.365528359158422,1.270253950769984,0.006043906287686546,1.0,True,5.0
sp500,indicators,linear_regression,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,173.68577602276727,0.0,128.87495963476383,0.0,0.0342258567250341,0.0,0.0251246473177949,0.0,2.3080026325929794,0.020493995874819367,0.23841350858638174,0.004270398084356437,0.0,True,6.0
wig20,close,naive_persistence,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,96.58449377616964,0.0,72.24299454785552,0.0,0.0374572008267641,0.0,0.027871208611061897,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0
wig20,close,cnn1d,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,102.63429397217283,3.4272389971275428,76.72470195540545,1.8964247898429698,0.03924180600924662,0.0011228509510501185,0.02937687367102134,0.000678567997956121,100.46733181759483,4.309892151527826,0.3550666388000536,0.006583680768102282,0.0,True,2.0
wig20,close,mlp,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,103.23327000820089,1.757126917114153,77.11335369580578,1.3602622391609203,0.039231798249113436,0.000549376724996429,0.0294378146048321,0.0004454009797099409,87.89327080239745,6.159064189323643,0.25828949659844513,0.0010123613204044326,0.0,True,3.0
wig20,close,lstm_gru,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,103.3189201920671,1.6613905217509937,77.33339896188079,1.304348919219277,0.03922115089089662,0.0004127511438444555,0.02951943088358544,0.000394687797626579,140.7110166660037,9.041411743288597,0.5383126816253935,0.005351408551170021,0.0,True,4.0
wig20,close,dnfs,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,104.06497821304706,3.5129485156446303,77.13423564982693,3.431644458481044,0.0400033081980021,0.0009687906290894292,0.02965447436925662,0.0011865457459410552,158.22853620779497,13.554490975525445,0.921427575044072,0.010861711814218978,0.0,True,5.0
wig20,close,linear_regression,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,115.80641126879841,0.0,85.50876825163364,0.0,0.0424990392958747,0.0,0.032019941259158,0.0,0.17958549419417974,0.004048513294641453,0.160578051606717,0.002285891816199393,0.0,True,6.0
wig20,indicators,naive_persistence,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,96.58449377616964,0.0,72.24299454785552,0.0,0.0374572008267641,0.0,0.027871208611061897,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0
wig20,indicators,lstm_gru,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,101.0240392073035,0.49715469515463095,75.43185361080886,0.4024845546723796,0.03872252796969528,0.00018283036024258024,0.028966887290959982,0.00014444836782056067,121.65947912079574,4.2267992852621115,0.5790696778050914,0.004915531020898513,0.0,True,2.0
wig20,indicators,mlp,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,102.49683809891705,5.782529219212825,76.83671858528933,3.8025917801345632,0.03928576992744002,0.0019570846658212037,0.02943934241191918,0.0013613551098273723,64.94815064140639,1.5153223026461733,0.289520750984957,0.0026728727042918945,1.0,True,3.0
wig20,indicators,cnn1d,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,103.12557755605751,2.2626840230059146,77.11251442619755,2.2415953958513124,0.039248164885239675,0.0005754763844379292,0.0294717894149354,0.0007116402424716967,113.566093361401,5.5222629152751725,0.3640025422151666,0.002475582454509411,0.0,True,4.0
wig20,indicators,dnfs,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,105.5816658276663,1.4802413951970808,79.26653296361255,1.6397017676241303,0.04069554070973748,0.000650727158303091,0.03051740029592302,0.0006324490761814094,117.60938600159935,4.900981835129543,0.9663836268315208,0.0053412306836139135,0.0,True,5.0
wig20,indicators,linear_regression,5,5,0,0,0,5,0,0.0,complete,5.0,5.0,119.21840478776076,0.0,87.99257740542278,0.0,0.0431502726642577,0.0,0.0327694944946566,0.0,1.3819839925898123,0.02943976906315367,0.17101837802110817,0.0016400795415691353,0.0,True,6.0
