market,model,seed,close_price_rmse,close_rmse,indicator_price_rmse,indicator_rmse,price_rmse_delta,price_rmse_delta_pct,rmse_delta,rmse_delta_pct
bist100,dnfs,1,526.472407296681,0.06269431591984,536.3880853911178,0.067866035399781,9.915678094436771,1.883418381858145,0.005171719479941009,8.249104251418087
bist100,naive_persistence,1,544.3323490510911,0.0665400295390244,544.3323490510911,0.0665400295390244,0.0,0.0,0.0,0.0
bist100,lstm_gru,1,563.2223011084187,0.0691820535556054,550.1563884958254,0.0690019354937441,-13.065912612593365,-2.319850010711528,-0.00018011806186130075,-0.2603537371386786
bist100,mlp,1,755.3804350948511,0.0865809472898974,881.4213538206018,0.0969091724933587,126.04091872575066,16.68575367720823,0.0103282252034613,11.9289815216268
bist100,cnn1d,1,1034.287975176392,0.125259510979902,1262.0316300645568,0.1333971783236675,227.74365488816488,22.019366013544197,0.008137667343765476,6.496646266702391
bist100,naive_persistence,7,544.3323490510911,0.0665400295390244,544.3323490510911,0.0665400295390244,0.0,0.0,0.0,0.0
bist100,dnfs,7,585.570614562232,0.0693686087943014,539.2774384953142,0.0648129956439157,-46.293176066917795,-7.905652181936454,-0.004555613150385704,-6.567254597673213
bist100,lstm_gru,7,588.7776003209193,0.0711066252538724,561.6280826679275,0.0680444539544914,-27.14951765299179,-4.611166871530721,-0.0030621712993810085,-4.306450050818922
bist100,mlp,7,665.9959994573325,0.0797459287169285,872.3523858234952,0.0981720215378625,206.35638636616272,30.98462851643347,0.018426092820934006,23.105998158652717
bist100,cnn1d,7,1260.132874955994,0.1486212806823821,1165.3050883653304,0.1206045941757264,-94.82778659066366,-7.5252212266881156,-0.02801668650665569,-18.851059806522613
bist100,lstm_gru,42,540.7221005414614,0.0696763344898662,544.6810373123955,0.0650242714650735,3.9589367709340877,0.7321573812074147,-0.004652063024792694,-6.676675888381148
bist100,naive_persistence,42,544.3323490510911,0.0665400295390244,544.3323490510911,0.0665400295390244,0.0,0.0,0.0,0.0
bist100,dnfs,42,554.2008005952522,0.0673926710057813,563.7802072136452,0.0679337140066035,9.579406618393023,1.7285082605626045,0.0005410430008222084,0.8028217204446384
bist100,mlp,42,728.6411186822064,0.0882536026544287,1004.924847273528,0.087017627529261,276.2837285913216,37.9176691388208,-0.0012359751251677098,-1.4004812132229558
bist100,cnn1d,42,1167.751256138493,0.1484164036689067,1538.8876841407982,0.1604370031211168,371.13642800230514,31.782147615030187,0.012020599452210096,8.099239137357172
bist100,naive_persistence,123,544.3323490510911,0.0665400295390244,544.3323490510911,0.0665400295390244,0.0,0.0,0.0,0.0
bist100,lstm_gru,123,550.7191052442794,0.0689366347971404,537.6501651896123,0.0670815920506763,-13.06894005466711,-2.373068217575309,-0.0018550427464641,-2.6909389353323205
bist100,dnfs,123,576.0157438833612,0.0690832799894355,560.6588517102474,0.0691180109965017,-15.356892173113806,-2.6660542417784088,3.473100706619103e-05,0.050274114187256656
bist100,mlp,123,814.4396424239964,0.0924876153689484,1006.5107918435632,0.1119917870536103,192.07114941956684,23.583226971603477,0.01950417168466191,21.088414494045008
bist100,cnn1d,123,1423.1247673959897,0.1852075163068978,1052.524678854198,0.1179800112305697,-370.6000885417916,-26.04129286709763,-0.0672275050763281,-36.298475578566084
bist100,lstm_gru,2026,534.2635738926263,0.0678360905133641,573.0512236206222,0.0680567774061532,38.78764972799593,7.26002138708249,0.00022068689278909037,0.32532371945227856
bist100,naive_persistence,2026,544.3323490510911,0.0665400295390244,544.3323490510911,0.0665400295390244,0.0,0.0,0.0,0.0
bist100,dnfs,2026,597.1274366396266,0.0684824278989867,544.799985620284,0.0665616157343082,-52.32745101934256,-8.7631965655135,-0.001920812164678501,-2.8048248632652846
bist100,mlp,2026,719.5501957668722,0.0796376487183257,774.0120025982835,0.093200366912401,54.46180683141131,7.568868322434095,0.013562718194075299,17.030535698066554
bist100,cnn1d,2026,943.936341968654,0.1155976718611813,1131.2563523619967,0.1226512354452407,187.32001039334273,19.844559645057423,0.007053563584059397,6.101821490427477
sp500,linear_regression,1,162.8360897227837,0.0323683696289341,173.68577602276727,0.0342258567250341,10.849686299983574,6.662949422609174,0.001857487096100001,5.73858713736262
sp500,lstm_gru,1,165.7658971424964,0.0328803779769141,162.7514094129791,0.0325193849849602,-3.0144877295173274,-1.818521047743614,-0.00036099299195389845,-1.0978979384219916
sp500,cnn1d,1,165.94467723082025,0.0329048541675513,156.54202545321417,0.0310518435806544,-9.402651777606081,-5.666136410345655,-0.0018530105868969048,-5.6314201468919665
sp500,naive_persistence,1,167.26162855357083,0.0330813840126051,167.26162855357083,0.0330813840126051,0.0,0.0,0.0,0.0
sp500,dnfs,1,168.82521729791836,0.0338331941123237,174.1857801489499,0.0345510615860895,5.3605628510315455,3.175214542488637,0.0007178674737657945,2.121784515474736
sp500,mlp,1,169.72898637928833,0.0336591221719361,170.0931975111705,0.0332876691171169,0.3642111318821719,0.21458393150848146,-0.00037145305481919855,-1.1035732094311843
sp500,linear_regression,7,162.8360897227837,0.0323683696289341,173.68577602276727,0.0342258567250341,10.849686299983574,6.662949422609174,0.001857487096100001,5.73858713736262
sp500,lstm_gru,7,164.86760432628324,0.0327298179384412,165.26815541256238,0.0328421181362875,0.4005510862791368,0.2429531792591717,0.00011230019784629758,0.34311280941896377
sp500,naive_persistence,7,167.26162855357083,0.0330813840126051,167.26162855357083,0.0330813840126051,0.0,0.0,0.0,0.0
sp500,cnn1d,7,167.530714473971,0.0330427422987111,156.25846458843117,0.0311517702929745,-11.272249885539821,-6.728467625135793,-0.0018909720057365964,-5.722805899831013
sp500,mlp,7,168.78048829724733,0.0332035795800195,170.0290425379212,0.0335605441347754,1.248554240673883,0.7397503427499242,0.0003569645547558953,1.0750785284930584
sp500,dnfs,7,172.33263373437018,0.0337566061781749,162.35905297799965,0.0322360547094808,-9.973580756370524,-5.787401109266157,-0.0015205514686940994,-4.504455989053786
sp500,linear_regression,42,162.8360897227837,0.0323683696289341,173.68577602276727,0.0342258567250341,10.849686299983574,6.662949422609174,0.001857487096100001,5.73858713736262
sp500,lstm_gru,42,164.54534902816386,0.0325960203460884,158.75517440526744,0.031621880673509,-5.790174622896416,-3.518892911342854,-0.0009741396725794008,-2.988523329647203
