market,model,seeds,price_rmse_delta_pct_mean,price_rmse_delta_pct_std,rmse_delta_pct_mean,rmse_delta_pct_std
bist100,dnfs,5,-3.1445952693615227,5.086585403175416,-0.053975874977703155,5.469828142661156
bist100,lstm_gru,5,-0.26238126630553077,4.614535786018403,-2.721818978443758,2.8938206641986794
bist100,naive_persistence,5,0.0,0.0,0.0,0.0
bist100,cnn1d,5,8.015911835969211,23.990975438999072,-6.890365698120331,19.878332429478856
bist100,mlp,5,23.34802932530001,11.874502181145301,14.350689731833626,9.78772179593595
sp500,cnn1d,5,-6.5230482726822485,1.7684105136249215,-6.305993787224527,1.9509031764006988
sp500,lstm_gru,5,-1.56833983078263,1.5153997157296364,-0.9691156392881677,1.5653950063117852
sp500,naive_persistence,5,0.0,0.0,0.0,0.0
sp500,dnfs,5,0.2059734817015185,4.368434775321737,0.28961663507699215,3.2830910628032446
sp500,mlp,5,0.367692025008591,4.341744565612672,-0.11157165439804614,4.158342526672688
sp500,linear_regression,5,6.662949422609174,0.0,5.73858713736262,0.0
wig20,lstm_gru,5,-2.199617494034315,1.7363359993682428,-1.2605473247376748,1.3382680178560664
wig20,mlp,5,-0.7366504869065462,4.7178320699723955,0.11106019932461608,3.988749626479866
wig20,naive_persistence,5,0.0,0.0,0.0,0.0
wig20,cnn1d,5,0.5310064166781692,2.65279388390403,0.061117923006969166,2.3157409860205638
wig20,dnfs,5,1.5520300705874688,3.768558502817594,1.7916627192998948,3.4854329071933465
wig20,linear_regression,5,2.9462906945996106,0.0,1.532348446394676,0.0
