market,feature_set,model,horizon_step,seeds_completed,price_rmse_mean,price_rmse_std,rmse_mean,rmse_std,mean_ratio_to_persistence
bist100,close,naive_persistence,1,5,146.9388811494616,0.0,0.0205060815810273,0.0,1.0
bist100,close,lstm_gru,1,5,148.31313004581529,0.9517153589478421,0.02049587589967708,0.00016869478188990213,1.0093525204874527
bist100,close,dnfs,1,5,150.65560678711637,0.648795979022792,0.02065436969748016,4.944126612546915e-05,1.0252943646268426
bist100,close,mlp,1,5,154.97660329319697,7.57763363731109,0.021091443257803343,0.0005122258137585829,1.0547011252628204
bist100,close,cnn1d,1,5,171.34518503539977,18.11180115094408,0.02247936828234622,0.001478679685289975,1.166098337587809
bist100,close,linear_regression,1,5,298.4481321237447,0.0,0.0339963801831316,0.0,2.031103883390623
bist100,close,lstm_gru,2,5,223.72373088026325,2.2666426742806762,0.02779546145049988,0.00035964656222319127,0.9944027655615812
bist100,close,naive_persistence,2,5,224.9830135517745,0.0,0.0280314947994574,0.0,1.0
bist100,close,dnfs,2,5,231.64047316878487,3.7822387550777123,0.028451613461876517,0.00030037508090150373,1.0295909433868362
bist100,close,mlp,2,5,239.02871020039623,11.948322209077022,0.02924565307038534,0.0010670360313325732,1.0624300316138733
bist100,close,cnn1d,2,5,278.97805443553483,33.84681874582346,0.03300893961873886,0.0033028124616985583,1.239996078065399
bist100,close,linear_regression,2,5,369.3809293097633,0.0,0.0435628761285085,0.0,1.6418169686608768
bist100,close,naive_persistence,3,5,249.37524289957565,0.0,0.0321524764022248,0.0,1.0
bist100,close,lstm_gru,3,5,254.71570001890805,3.5310497979738966,0.03247271124089818,0.0006109776409853165,1.021415346035304
bist100,close,dnfs,3,5,256.2899349606105,4.9296186005003415,0.03226920115187112,0.00035712469064410913,1.0277280614572448
bist100,close,mlp,3,5,283.20450119043636,16.861737554534976,0.03466604199339498,0.001196112444993363,1.135656041463923
bist100,close,cnn1d,3,5,391.7871141154754,61.80394710145343,0.045708607731745884,0.006556178920513626,1.5710746165498453
bist100,close,linear_regression,3,5,585.3660132917316,0.0,0.062923299238433,0.0,2.3473300977493614
bist100,close,naive_persistence,4,5,308.93260015257925,0.0,0.0393267510304069,0.0,1.0
bist100,close,lstm_gru,4,5,316.6808749808073,5.7000549120827495,0.03977720177424417,0.00045584207937571556,1.0250807937537225
bist100,close,dnfs,4,5,324.24830382039397,9.187973608283906,0.04018441613932926,0.0007213316940844091,1.0495761977216078
bist100,close,mlp,4,5,358.5700461068004,16.18480478502845,0.04315589119348924,0.0018602102198708378,1.1606740302891494
bist100,close,cnn1d,4,5,524.2804777175855,80.2996915128489,0.0598976578888234,0.009105174379649479,1.6970707444233717
bist100,close,linear_regression,4,5,841.8684309276293,0.0,0.091793631986035,0.0,2.7250877068714585
bist100,close,naive_persistence,5,5,380.8861193904128,0.0,0.0459161329750177,0.0,1.0
bist100,close,lstm_gru,5,5,387.3942725101936,7.4481597558548644,0.046307768002472785,0.0008079703295513045,1.017086873972191
bist100,close,dnfs,5,5,396.1130525130421,11.271596358540451,0.04690777365023332,0.0009004987769867909,1.0399776530239513
bist100,close,mlp,5,5,445.61655450769206,27.705501562498878,0.051461740465277614,0.002779903432859082,1.1699469521779284
bist100,close,cnn1d,5,5,639.4107856289098,94.5151116575755,0.07231015094497906,0.011300695656339763,1.678745307527225
bist100,close,linear_regression,5,5,1057.5308941396163,0.0,0.1159724562867126,0.0,2.7765015323533873
bist100,close,naive_persistence,6,5,461.85699383885355,0.0,0.0537277289092737,0.0,1.0
bist100,close,lstm_gru,6,5,462.44725344758706,13.856926710908098,0.0536513523559207,0.0011301653339328536,1.0012780137934632
bist100,close,dnfs,6,5,487.4425860377839,16.598098677638006,0.0557187136525048,0.0013667697190149631,1.0553972171911234
bist100,close,mlp,6,5,520.9616982167488,18.980087791207975,0.0592687781232076,0.002208602033764251,1.127971872606345
bist100,close,cnn1d,6,5,724.1185557681829,109.98189937022698,0.0818923197321845,0.01358233969313952,1.5678414864944858
bist100,close,linear_regression,6,5,1268.1857698484114,0.0,0.1342476029444637,0.0,2.745840783545423
bist100,close,lstm_gru,7,5,473.68591200299124,16.949548246046575,0.05632944535178119,0.001394099016446128,0.9798790050387792
bist100,close,naive_persistence,7,5,483.412655610725,0.0,0.057081775441904,0.0,1.0
bist100,close,dnfs,7,5,510.4121819588493,19.453492180439778,0.05938449932746794,0.0015435397082110072,1.0558519228546348
bist100,close,mlp,7,5,560.6096824571272,32.56365628793497,0.06472639617456416,0.003640805541626916,1.159691778753443
bist100,close,cnn1d,7,5,769.9185466412615,129.3736533286749,0.08888307170029923,0.016405468858396416,1.592673542376701
bist100,close,linear_regression,7,5,1256.2160655853818,0.0,0.1425957230060578,0.0,2.598641245745473
bist100,close,lstm_gru,8,5,468.6595686146584,15.868341439073921,0.05706501246803838,0.00113023687693714,0.9857291294518973
bist100,close,naive_persistence,8,5,475.44457662040566,0.0,0.0571828187873535,0.0,1.0
bist100,close,dnfs,8,5,502.55454560050475,21.4115904150986,0.059239004513563995,0.0017977815340199479,1.0570202507573108
bist100,close,mlp,8,5,572.6633163782155,36.86240688561538,0.06623059264975376,0.00361159856595855,1.2044796481829028
bist100,close,cnn1d,8,5,850.5537202688565,143.40492493314972,0.09951558975815789,0.018561929757743664,1.788965027879448
bist100,close,linear_regression,8,5,1388.222167352105,0.0,0.1574032838153415,0.0,2.919840157227116
bist100,close,lstm_gru,9,5,485.9234091305144,20.828440606177104,0.06040086083307929,0.001307819082231474,0.9688911288372705
bist100,close,naive_persistence,9,5,501.5252949148711,0.0,0.0606345093083608,0.0,1.0
bist100,close,dnfs,9,5,523.6878097058864,25.951185106208072,0.06251608126320653,0.0021327540738986565,1.0441902233361473
bist100,close,mlp,9,5,613.8247724892269,56.503735127893,0.07181280807581791,0.005991387314980667,1.2239158796435534
bist100,close,cnn1d,9,5,944.9260397502323,152.95431424609137,0.11196348211342415,0.02080869206626447,1.8841044496282564
bist100,close,linear_regression,9,5,1558.594044619671,0.0,0.1745671621136417,0.0,3.1077077475907307
bist100,close,lstm_gru,10,5,515.8289240101626,25.072896463544552,0.06278450372277178,0.0015723452794927113,0.9702720118524102
bist100,close,naive_persistence,10,5,531.6333128329237,0.0,0.0630024349905946,0.0,1.0
bist100,close,dnfs,10,5,552.8658665359324,27.726410593875084,0.06479602689055837,0.002333902210575651,1.039938343197243
