model,fold,mae,rmse,mape,r2,price_mae,price_rmse,price_mape,price_r2,run_id,market,feature_set,seed,artifact_dir
cnn1d,46,0.0213850719156173,0.0256388618846008,27.84559262085726,0.6933327568745256,296.31813522039886,356.93424096154064,2.108743566364426,0.6820035006637153,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260717_040906_376309
cnn1d,47,0.0429479473440639,0.0569317622699162,219.1524422750108,-1.469879621822237,620.485667726283,817.5794122488098,4.442926957368865,-1.5133035965814623,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260717_040906_376309
cnn1d,48,0.0284237585406298,0.0331766620013779,413.1345424019856,-0.7590294760404894,406.4274599798563,473.7374165784043,2.8970773648088644,-0.7737917558068237,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260717_040906_376309
cnn1d,49,0.0131512075760263,0.0181217416626786,169.59087310561506,-5.828845832409746,190.21033993381056,262.3248365572506,1.3292911989566696,-5.963444419517336,bist100__cnn1d__close__seed1,bist100,close,1,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed1/artifacts/20260717_040906_376309
cnn1d,0,0.0812482258838335,0.0945989379310432,76.23628229558655,-1.507788750072176,223.96539220751856,263.4772076869712,7.6952675902740655,-1.46088013004776,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,1,0.0388063245536785,0.0524208857767019,57.6849513286003,-0.3644372989195992,128.70213946112514,175.46679638060007,3.750905342825063,-0.3816568675807243,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,2,0.0403128117004913,0.0491889517617656,81.86046361191345,0.3725600478427294,141.23954683072904,175.46801358336907,3.9459431304569472,0.346570138055205,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,3,0.0805429587757767,0.1028200169841563,139.52834322075503,-1.827853587793982,331.8133156279835,428.0531385079672,7.551687652617689,-1.7157967907793057,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,4,0.0228972509878595,0.0256988102607578,50.39491583055044,0.5750628423086184,111.43736187488238,125.18027492568544,2.282755982957302,0.5702350887494024,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,5,0.08819892089989,0.096340769793133,178.1082852870004,-4.27074589914509,454.8384247227876,498.3711625163166,8.37309350236579,-4.191766666046395,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,6,0.0890727062626115,0.0998002614434779,144.40647870364498,-1.947657269047582,440.6977249913771,497.4152693932837,8.435188052122228,-1.9415360827415389,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,7,0.1484390604334376,0.1513127645461469,101.6333653949826,-27.49999686245656,721.2363392679183,737.1116439291679,13.757578169519938,-23.92304204239073,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,8,0.0470197994040862,0.0520264342782264,107.18719200292854,-4.400407215320462,238.74193960940715,263.4162002174547,4.840164771955475,-4.534683966092348,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,9,0.0469337374279522,0.0632646939826132,69.85266516565629,-0.4007994557180716,223.8598450053977,299.847776445466,4.899590288612144,-0.3792381479835818,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
cnn1d,10,0.0825232771515986,0.1010907545330623,140.18501711646348,-0.5262975049389598,403.2100295999376,502.977232221663,7.912699980771634,-0.5233181766453694,bist100__cnn1d__close__seed123,bist100,close,123,outputs/batches/markets_matched_origins_rolling_recursive_h20/runs/bist100__cnn1d__close__seed123/artifacts/20260717_041607_355445
