model,fold,mae,rmse,mape,r2,price_mae,price_rmse,price_mape,price_r2
gru,33,0.0217772549124196,0.0297817959807562,100.40577122075528,-1.0090717246167809,72.37938200538413,99.73742118660324,2.1343380366069633,-0.9819639828711282
gru,34,0.0216872011630601,0.0266908151996605,155.28707019561455,-1.3055117656125708,77.45155571259536,95.54247469612118,2.1336176558282407,-1.2996475175850617
gru,35,0.0100760060989597,0.012300422537385,280.147306652186,0.3471607649856839,36.451211866778024,44.40896670238459,1.0108451622506072,0.3491785769281383
gru,36,0.0139985961598513,0.016380820556342,158.92101269522425,-0.3182929691961018,50.953716898157424,59.71961307897965,1.3955749400086384,-0.32008883973565
gru,37,0.0034218475141757,0.0034218475141757,82.19400242279555,,12.605072960971938,12.605072960971938,0.3415999666020571,
linear_regression,0,0.0173083000932987,0.0195938556994314,166.525904184431,-1.275365197687476,37.21777203004124,42.114917455038814,1.7279393268005263,-1.279250596738438
linear_regression,1,0.0455296530711619,0.050444157620188,98.74215688555012,-5.4354212497568835,93.28899070335724,102.9727448324614,4.683047668581751,-5.711943337889891
linear_regression,2,0.0216122639585923,0.0276506404489672,151.24408604492447,-1.0859083093253077,41.61028111616512,53.07502284522775,2.1992822906746623,-1.09099020076061
linear_regression,3,0.0811035143652512,0.0873811572689409,95.9679319920776,-5.311059316701445,163.22560193426733,176.65929627342075,7.74124548512565,-5.035439444886384
linear_regression,4,0.0284739596104115,0.0317103131570995,105.5487036583043,-1.4727708780882485,62.74433975981558,70.10847679380966,2.8013790235225593,-1.4761388571175695
linear_regression,5,0.012136307278036,0.0154628683722439,158.11802144085846,-0.7147287765027557,28.130365139432957,35.91403061395902,1.2024006404060144,-0.7154668105807127
linear_regression,6,0.022948465350822,0.0265881304930517,95.80771849997826,-0.8105564641067273,51.596701946025405,59.66679373102589,2.325576537554879,-0.7942948793212312
linear_regression,7,0.0126444097962182,0.0151995028963789,188.34339011592675,0.5513793209330329,30.12682565953305,36.21732968268478,1.2665448246605593,0.5528507691274833
linear_regression,8,0.0229574132182495,0.0263680990592075,148.62288545600967,-2.752066276909898,55.07138306100842,63.14544801999606,2.33089673519983,-2.78708915385949
linear_regression,9,0.0206302036561735,0.0227893640881542,171.6604055166138,-2.9284965165280794,50.52896029132462,55.905093160818744,2.0376315274687458,-2.911902300775549
linear_regression,10,0.0250260856892751,0.0278484519796773,100.1245410327611,-3.477545126649029,62.93459137269131,70.11157832083484,2.4647003806402337,-3.454736022870688
linear_regression,11,0.0209820456728588,0.0238076452674879,142.11320723680507,-0.3564221074162488,51.98368629609338,59.04865527392948,2.0975071932606686,-0.3552848722208011
linear_regression,12,0.0292661024000067,0.0361907868480225,150.63031054397095,-2.2435589967251603,73.84681231989839,90.97094961863284,2.993280964490179,-2.3050340222460286
linear_regression,13,0.0244469853068756,0.0340538043115053,95.91192236771556,-0.5263533372095375,57.32642358833359,79.3821325843107,2.5028442074205848,-0.5264848607331643
linear_regression,14,0.0227863588477609,0.0277045953610676,89.88075981989827,-0.5388138297922043,53.58696600397827,64.95891648755965,2.3135393434409437,-0.527002503162308
linear_regression,15,0.0134185575509291,0.0170325547545244,114.36317109407604,-1.0091353046068137,31.048877424827374,39.522162936146536,1.3278061547537583,-1.0024736916301138
linear_regression,16,0.0159202865951734,0.0214106850212007,83.37009851645777,-0.1158423199844018,35.492436895990295,47.403752718582126,1.6079888154471786,-0.1146188257653613
linear_regression,17,0.0421491223338223,0.0480985613377077,87.1034354655432,-4.037586862400054,93.15334205935024,106.63061613646056,4.101575057704464,-3.900518437140155
linear_regression,18,0.0214676304286382,0.029695882761197,202.5709136940967,-0.6793471598688874,48.55330507504743,67.53064448593604,2.1067944477037805,-0.6756215893451987
linear_regression,19,0.0500854943815905,0.0613213312633228,102.26509316661448,-1.6246539893276144,123.50092096540476,152.28748108486866,4.825954110845797,-1.5758740385050989
linear_regression,20,0.0236921987575593,0.0316795084596322,109.75249177004092,-0.0230524399374707,62.94208251628584,84.76538460188719,2.334748391370473,-0.0315393052445962
linear_regression,21,0.0425415488084016,0.0564939906926954,114.8609790475745,-0.5849667545064972,112.10686747951544,147.52199251124574,4.414226604948206,-0.5814268625996473
linear_regression,22,0.0554883703891023,0.0569615135355107,103.94748122980128,-15.599015622316552,150.87967862801764,155.0619972094872,5.38983829816499,-14.961199295309276
linear_regression,23,0.0158399709841004,0.0177688691360921,186.84474819197615,-0.8682322667567706,43.834658457087905,49.09538185821443,1.5988318354614486,-0.8681830561614303
linear_regression,24,0.040443626853128,0.0463999159434061,114.98318335105424,-3.6982678132058298,112.61458902361156,129.32589174458167,3.9420749537546143,-3.657175071014146
linear_regression,25,0.030773979580978,0.034499465371247,110.63901044012718,-4.52438193382595,89.69442887830182,100.72171589595294,3.018723144645013,-4.435836220231304
linear_regression,26,0.0366216378172295,0.0427005324022339,94.12722264877702,-1.7012885443401211,106.13568790831194,123.40113403989888,3.75371137356391,-1.7043673380238349
linear_regression,27,0.0104091057612283,0.0117800388915917,154.21966127244383,-0.7947853795283446,29.552073094167895,33.41868228271045,1.044097071867774,-0.7931235594244368
