model,fold,best_val_loss,epochs_ran,training_time_seconds,inference_time_seconds,checkpoint_path
lstm_gru,19,1.0860298598806064,37,40.8616304580064,0.0684735010145232,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0019.pt
cnn_lstm,19,1.0870719502369564,24,9.487737250019563,0.021054333075881,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0019.pt
naive_persistence,20,,0,0.0,0.0,
linear_regression,20,,0,0.0124249159998726,0.0053410429391078,
mlp,20,0.9125288625558218,10,1.2639511250017677,0.0341837069718167,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0020.pt
rnn,20,0.9107038527727128,11,6.208113125001546,0.122723501001019,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0020.pt
lstm,20,0.9133248180150986,11,3.4862822080031037,0.0675213340437039,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0020.pt
gru,20,0.9120349536339442,11,10.74969916700502,0.1048368329938966,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0020.pt
cnn1d,20,0.909098669886589,39,6.272669541998766,0.0377807070035487,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0020.pt
dnfs,20,0.913910741607348,14,2.2066191250050906,0.0429536680167075,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0020.pt
lstm_gru,20,0.9131014694770178,18,19.263196125015384,0.1226415029668714,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0020.pt
cnn_lstm,20,0.9113322645425797,10,4.871457833010936,0.0727953760069795,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0020.pt
naive_persistence,21,,0,0.0,0.0,
linear_regression,21,,0,0.0280830420088022,0.0014457879879046,
mlp,21,0.9307758609453836,15,4.098525250010425,0.0127151249616872,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0021.pt
rnn,21,0.9261010438203812,24,13.39575212498312,0.0540864609356503,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0021.pt
lstm,21,0.9263818114995956,10,3.4219869999797083,0.0178866660862695,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0021.pt
gru,21,0.9267318099737168,10,9.466543249989629,0.0608718750008847,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0021.pt
cnn1d,21,0.9260367254416147,9,1.6261711249826476,0.0132295410148799,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0021.pt
dnfs,21,0.933187668522199,16,2.647057041001972,0.0120878360758069,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0021.pt
lstm_gru,21,0.9266621867815652,10,11.805693125003016,0.0707153350231237,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0021.pt
cnn_lstm,21,0.9289776384830476,12,4.807365458982531,0.0208207530085928,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0021.pt
naive_persistence,22,,0,0.0,0.0,
linear_regression,22,,0,0.0110634999873582,0.0015085850027389,
mlp,22,1.0169591059287388,17,2.037157875020057,0.0210806650284212,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0022.pt
rnn,22,1.0175276150306063,20,11.145687750016805,0.0628442910092417,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0022.pt
lstm,22,1.0197378993034365,9,3.2253436250030063,0.0217679589113686,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0022.pt
gru,22,1.0204546600580215,12,11.851317958004074,0.066448540019337,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0022.pt
cnn1d,22,1.0206948469082515,34,4.737502915988443,0.0129742480057757,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0022.pt
dnfs,22,1.0215107798576355,11,1.8320416249916889,0.0138916670111939,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0022.pt
lstm_gru,22,1.019436036547025,12,13.515242624998791,0.0724175830255262,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0022.pt
cnn_lstm,22,1.0195836623509724,11,4.296396749996347,0.0241064560541417,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0022.pt
naive_persistence,23,,0,0.0,0.0,
linear_regression,23,,0,0.011293082992779,0.0016245830338448,
mlp,23,1.0077759971221287,14,2.008935207995819,0.0266686659306287,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0023.pt
rnn,23,1.0039135813713074,15,8.937561708997237,0.0532165869663003,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0023.pt
lstm,23,1.0065435618162155,16,5.053252667014021,0.0263187489763367,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0023.pt
gru,23,1.005384308596452,9,8.857403291010996,0.0933911279716994,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0023.pt
cnn1d,23,1.0041217903296151,14,2.3667715420015156,0.0226938331325072,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0023.pt
dnfs,23,1.002436285217603,14,2.459587499994086,0.0384440010529942,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0023.pt
lstm_gru,23,1.0058633089065552,11,17.638170125021134,0.1222931269439868,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0023.pt
cnn_lstm,23,1.0045570929845171,14,7.236652374995174,0.0245022500166669,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0023.pt
naive_persistence,24,,0,0.0,0.0,
linear_regression,24,,0,0.0119189170072786,0.0015734949556645,
mlp,24,0.9399561683336892,9,1.4302530830027536,0.0148054170131217,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0024.pt
rnn,24,0.9362481584151586,24,17.342250042012893,0.0576235431071836,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0024.pt
lstm,24,0.9362391630808512,28,9.701646415982395,0.0205546660581603,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0024.pt
gru,24,0.9387235095103582,13,15.60569045797456,0.0651304170314688,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0024.pt
cnn1d,24,0.9379285722970964,24,6.889754167001229,0.0140036309603601,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0024.pt
dnfs,24,0.9422513395547868,10,2.6546933330246247,0.0141914169071242,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0024.pt
lstm_gru,24,0.9374670833349228,27,31.194162332976703,0.0794445430510677,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0024.pt
cnn_lstm,24,0.9391879687706628,13,5.40044629201293,0.0377420809527393,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0024.pt
naive_persistence,25,,0,0.0,0.0,
linear_regression,25,,0,0.0311243330070283,0.001484457985498,
mlp,25,0.9033642262220384,9,2.066580916987732,0.0112042909604497,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0025.pt
rnn,25,0.9026429057121276,16,10.265085749997525,0.0511228730319999,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0025.pt
lstm,25,0.9034828444321952,16,6.099951207987033,0.0172342099831439,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0025.pt
gru,25,0.9032524774471918,16,16.295192749996204,0.0594127090589609,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0025.pt
cnn1d,25,0.9002952575683594,31,5.2985288750205655,0.0110842060239519,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0025.pt
dnfs,25,0.9063545713822048,12,2.0225314589915797,0.0113324159756302,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0025.pt
lstm_gru,25,0.9025257776180904,15,15.895200250000926,0.068002580985194,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0025.pt
cnn_lstm,25,0.903816064198812,15,7.0567359999986365,0.0188561260001733,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0025.pt
naive_persistence,26,,0,0.0,0.0,
linear_regression,26,,0,0.0107977089937776,0.0026397499605081,
mlp,26,0.8908445636431376,9,1.0926462919742337,0.0151667919708415,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0026.pt
rnn,26,0.8929536193609238,13,7.079689915990457,0.0717760438856203,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0026.pt
lstm,26,0.8933520118395487,17,6.72085050001624,0.0212582060194108,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0026.pt
gru,26,0.8928168565034866,13,12.849216917005831,0.0929484580410644,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0026.pt
cnn1d,26,0.8910092810789744,15,2.656469667010242,0.0241905410366598,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0026.pt
dnfs,26,0.8955173219243685,17,2.672707999998238,0.0229957930569071,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0026.pt
lstm_gru,26,0.8914120843013128,16,18.62013733299682,0.0807231269718613,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0026.pt
cnn_lstm,26,0.8918313980102539,13,5.3234610829968005,0.0191928319691214,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0026.pt
naive_persistence,27,,0,0.0,0.0,
linear_regression,27,,0,0.0110917499987408,0.0015889180358499,
mlp,27,0.8577896505594254,12,1.694196207972709,0.0088995410187635,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0027.pt
rnn,27,0.8590383927027384,12,7.891111959004775,0.0525680829887278,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0027.pt
lstm,27,0.8591031928857168,12,3.449453249981161,0.016852792003192,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0027.pt
gru,27,0.8588594595591227,22,24.80392537501757,0.0627703741192817,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0027.pt
cnn1d,27,0.8591545522212982,22,6.1801287079870235,0.0122172490810044,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0027.pt
dnfs,27,0.8626297364632288,18,3.058455499995034,0.0109752059215679,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0027.pt
lstm_gru,27,0.8592681040366491,12,11.933716916013507,0.0701545010379049,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0027.pt
cnn_lstm,27,0.8585841208696365,12,5.675077083025826,0.0173717488942202,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0027.pt
naive_persistence,28,,0,0.0,0.0,
linear_regression,28,,0,0.0261457909946329,0.0009175830346066,
mlp,28,0.8114822705586752,13,1.4213985840033274,0.0085927070758771,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0028.pt
rnn,28,0.808913066983223,13,7.6219839160039555,0.0513029170688241,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0028.pt
lstm,28,0.8087161680062612,13,3.668136833002791,0.0138407489866949,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0028.pt
gru,28,0.8080108811457952,13,11.444147290982071,0.0591419179691001,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0028.pt
cnn1d,28,0.8079380790392557,13,2.4202945409924723,0.0088609969243407,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0028.pt
dnfs,28,0.8074229210615158,25,3.643103667011019,0.0096264989406336,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0028.pt
lstm_gru,28,0.8094100852807363,13,12.991082458000164,0.0662938719906378,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0028.pt
cnn_lstm,28,0.8104205280542374,11,5.782374875008827,0.0163398350414354,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0028.pt
naive_persistence,29,,0,0.0,0.0,
linear_regression,29,,0,0.0104368340107612,0.0013607890577986,
mlp,29,0.7735089759031931,11,1.1566192080208566,0.0100677961017936,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0029.pt
rnn,29,0.7740558932224909,11,5.7562288340122905,0.0519738329749088,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0029.pt
lstm,29,0.7730075021584829,11,3.1436994170071557,0.0154701280407607,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0029.pt
gru,29,0.7729805509249369,11,9.678331125003751,0.0579541259503457,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0029.pt
cnn1d,29,0.7725189055005709,11,1.4837192090053577,0.009129417972872,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0029.pt
dnfs,29,0.780017207066218,19,2.611614749999717,0.0094702908827457,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0029.pt
lstm_gru,29,0.7717059552669525,11,12.89538974998868,0.0682852090685628,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0029.pt
cnn_lstm,29,0.7727885569135348,11,5.199952958995709,0.0165003350412007,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0029.pt
naive_persistence,30,,0,0.0,0.0,
linear_regression,30,,0,0.0105403329944238,0.0012721268867608,
mlp,30,0.7774677202105522,11,1.1988878340052906,0.0179931239399593,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0030.pt
rnn,30,0.774789755543073,11,5.670075875008479,0.0869057879317551,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0030.pt
lstm,30,0.7761338750521342,10,2.983065500011435,0.0269811259640846,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0030.pt
gru,30,0.7764812732736269,11,9.285445542016532,0.0766107899835333,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0030.pt
cnn1d,30,0.7761717140674591,17,2.5579200829961337,0.0160407910007052,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0030.pt
dnfs,30,0.7777187501390775,11,1.6577599169977475,0.0180856259539723,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0030.pt
lstm_gru,30,0.7751415049036344,11,10.418805374996737,0.0953280419926159,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0030.pt
cnn_lstm,30,0.7741045008103052,11,5.666639250004664,0.0319061689660884,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0030.pt
naive_persistence,31,,0,0.0,0.0,
linear_regression,31,,0,0.0126114580198191,0.0012086629576515,
mlp,31,0.7887632300456365,16,2.2750806669937447,0.0314706669596489,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0031.pt
rnn,31,0.7852224757273992,13,6.547131708008237,0.1201207519625313,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0031.pt
lstm,31,0.7862705936034521,9,2.5370891249913257,0.0389853320957627,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0031.pt
gru,31,0.7840497394402822,13,11.49741458299104,0.08943933196133,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0031.pt
cnn1d,31,0.7840743909279505,16,2.165875292004785,0.035298166971188,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0031.pt
dnfs,31,0.7860791385173798,16,2.2651010830013547,0.0398852490470744,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0031.pt
lstm_gru,31,0.7825295875469843,36,34.237400499987416,0.1123600009887013,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0031.pt
cnn_lstm,31,0.7847519417603811,16,9.084202416008338,0.0336931640049442,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0031.pt
naive_persistence,32,,0,0.0,0.0,
linear_regression,32,,0,0.0165532079990953,0.0009617909381631,
mlp,32,0.7883432731032372,14,2.9637034589832183,0.0329455018800217,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0032.pt
rnn,32,0.7870984897017479,9,5.521188375016209,0.1003187089809216,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0032.pt
lstm,32,0.7877903208136559,9,4.186604749993421,0.0397709568496793,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0032.pt
gru,32,0.7882387811938921,9,10.869034292001745,0.0924922480189707,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0032.pt
cnn1d,32,0.7834856410821279,9,2.3977720830007456,0.0320905858534388,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0032.pt
dnfs,32,0.7955037951469421,9,2.4845278749999125,0.0303495829575695,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0032.pt
lstm_gru,32,0.7856979618469874,9,11.269684083992615,0.1053797498752828,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0032.pt
cnn_lstm,32,0.7842652052640915,9,4.592982792004477,0.0381839131296146,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0032.pt
naive_persistence,33,,0,0.0,0.0,
linear_regression,33,,0,0.0117236660153139,0.0019353340903762,
mlp,33,0.8006848494211832,12,2.476380334002897,0.0131149580120109,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0033.pt
rnn,33,0.8021907309691111,12,7.40206016699085,0.0525426669919397,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0033.pt
lstm,33,0.8007256239652634,12,4.7958689579973,0.0173674979887437,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0033.pt
gru,33,0.8005546430746714,13,15.514611666993003,0.0620679559651762,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0033.pt
cnn1d,33,0.7996502369642258,12,3.4887109590054024,0.0114722910220734,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0033.pt
dnfs,33,0.8012665857871374,23,7.104548415984027,0.010726750944741,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0033.pt
lstm_gru,33,0.8007052739461263,13,15.5947170839936,0.0687378329748753,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0033.pt
cnn_lstm,33,0.8000800361235937,12,5.649798083002679,0.01933824797743,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0033.pt
naive_persistence,34,,0,0.0,0.0,
linear_regression,34,,0,0.0110028750204946,0.0016548300045542,
mlp,34,0.8119358172019323,14,1.6858847080147823,0.0355163330386858,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0034.pt
rnn,34,0.810759961605072,12,7.0634386249876115,0.0930950839829165,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0034.pt
lstm,34,0.8125942299763361,17,6.344504832988605,0.0411074980220291,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0034.pt
gru,34,0.8107636769612631,12,11.965838167001491,0.0944638729270082,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0034.pt
cnn1d,34,0.8107667515675226,17,2.5912303749937564,0.0352345400606282,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0034.pt
dnfs,34,0.8110168774922689,12,1.8276371670071967,0.0352162480121478,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0034.pt
lstm_gru,34,0.811042586962382,12,14.917655041004764,0.118064291018527,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0034.pt
cnn_lstm,34,0.8083284894625345,17,8.236476791993482,0.0468314179452136,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0034.pt
naive_persistence,35,,0,0.0,0.0,
linear_regression,35,,0,0.0118761250050738,0.0011759149492718,
mlp,35,0.7978321785728136,14,3.758340166998096,0.0380896659626159,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0035.pt
rnn,35,0.799503373603026,9,5.792509084014455,0.1184229599894024,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0035.pt
lstm,35,0.7999509026606878,9,3.92379820800852,0.0398541240138001,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0035.pt
gru,35,0.7987091516455015,9,10.677987792005297,0.0933041219250299,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0035.pt
cnn1d,35,0.7959038093686104,25,7.001772041985532,0.0369206240284256,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0035.pt
dnfs,35,0.7981812184055647,22,6.725915165996412,0.0429142098000738,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0035.pt
lstm_gru,35,0.7997404858469963,15,18.912107042007847,0.10412966896547,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0035.pt
cnn_lstm,35,0.7972718005379041,15,7.917395791999297,0.0433234170486684,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0035.pt
naive_persistence,36,,0,0.0,0.0,
linear_regression,36,,0,0.011662625009194,0.000975748989731,
mlp,36,0.7876906966169676,11,2.214538000000175,0.0317164580337703,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0036.pt
rnn,36,0.7886650959650675,10,6.19278154199128,0.096481081971433,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0036.pt
lstm,36,0.7895317624012629,9,3.9427892499952577,0.0384036661125719,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0036.pt
gru,36,0.7876899192730585,10,11.988302624988137,0.0859497509081848,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0036.pt
cnn1d,36,0.7865919520457586,9,2.535764416999882,0.0332196250092238,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0036.pt
dnfs,36,0.7879239221413931,14,3.965924208023353,0.0403208349889609,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0036.pt
lstm_gru,36,0.7864703585704168,9,11.259001708007418,0.1108553349913563,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0036.pt
cnn_lstm,36,0.787153830130895,9,4.83841699999175,0.0361501690640579,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0036.pt
naive_persistence,37,,0,0.0,0.0,
linear_regression,37,,0,0.0117275830125436,0.0003394999948795,
mlp,37,0.7876692861318588,16,3.7647451250231825,0.0027030839992221,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/mlp/fold_0037.pt
rnn,37,0.7862631678581238,25,15.842666374985129,0.0051914170035161,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/rnn/fold_0037.pt
lstm,37,0.787079244852066,24,10.578915791003965,0.0051223330083303,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm/fold_0037.pt
gru,37,0.7852365026871363,17,20.435506165988045,0.0059060830099042,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/gru/fold_0037.pt
cnn1d,37,0.7865698635578156,17,5.066750583006069,0.0008386670087929,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn1d/fold_0037.pt
dnfs,37,0.7844250351190567,15,4.276336540991906,0.0028757500112988,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/dnfs/fold_0037.pt
lstm_gru,37,0.7856523096561432,17,21.56201908399817,0.0054194999975152,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/lstm_gru/fold_0037.pt
cnn_lstm,37,0.7861699263254801,17,9.132192750024842,0.0011890830064658,outputs/wig20_walk_forward_recursive/20260713_131340/checkpoints/cnn_lstm/fold_0037.pt
