fold,forecast_origin,forecast_end,train_samples,validation_samples,train_target_start,train_target_end,validation_target_start,validation_target_end,target_date,horizon_step
29,2024-11-19T00:00:00,2024-12-17T00:00:00,4597,985,2002-08-05T00:00:00,2020-12-07T00:00:00,2020-12-08T00:00:00,2024-11-19T00:00:00,2024-12-11T00:00:00,16
29,2024-11-19T00:00:00,2024-12-17T00:00:00,4597,985,2002-08-05T00:00:00,2020-12-07T00:00:00,2020-12-08T00:00:00,2024-11-19T00:00:00,2024-12-12T00:00:00,17
29,2024-11-19T00:00:00,2024-12-17T00:00:00,4597,985,2002-08-05T00:00:00,2020-12-07T00:00:00,2020-12-08T00:00:00,2024-11-19T00:00:00,2024-12-13T00:00:00,18
29,2024-11-19T00:00:00,2024-12-17T00:00:00,4597,985,2002-08-05T00:00:00,2020-12-07T00:00:00,2020-12-08T00:00:00,2024-11-19T00:00:00,2024-12-16T00:00:00,19
29,2024-11-19T00:00:00,2024-12-17T00:00:00,4597,985,2002-08-05T00:00:00,2020-12-07T00:00:00,2020-12-08T00:00:00,2024-11-19T00:00:00,2024-12-17T00:00:00,20
30,2024-12-17T00:00:00,2025-01-16T00:00:00,4597,985,2002-09-03T00:00:00,2021-01-06T00:00:00,2021-01-07T00:00:00,2024-12-17T00:00:00,2024-12-18T00:00:00,1
30,2024-12-17T00:00:00,2025-01-16T00:00:00,4597,985,2002-09-03T00:00:00,2021-01-06T00:00:00,2021-01-07T00:00:00,2024-12-17T00:00:00,2024-12-19T00:00:00,2
30,2024-12-17T00:00:00,2025-01-16T00:00:00,4597,985,2002-09-03T00:00:00,2021-01-06T00:00:00,2021-01-07T00:00:00,2024-12-17T00:00:00,2024-12-20T00:00:00,3
30,2024-12-17T00:00:00,2025-01-16T00:00:00,4597,985,2002-09-03T00:00:00,2021-01-06T00:00:00,2021-01-07T00:00:00,2024-12-17T00:00:00,2024-12-23T00:00:00,4
30,2024-12-17T00:00:00,2025-01-16T00:00:00,4597,985,2002-09-03T00:00:00,2021-01-06T00:00:00,2021-01-07T00:00:00,2024-12-17T00:00:00,2024-12-24T00:00:00,5
30,2024-12-17T00:00:00,2025-01-16T00:00:00,4597,985,2002-09-03T00:00:00,2021-01-06T00:00:00,2021-01-07T00:00:00,2024-12-17T00:00:00,2024-12-26T00:00:00,6
30,2024-12-17T00:00:00,2025-01-16T00:00:00,4597,985,2002-09-03T00:00:00,2021-01-06T00:00:00,2021-01-07T00:00:00,2024-12-17T00:00:00,2024-12-27T00:00:00,7
30,2024-12-17T00:00:00,2025-01-16T00:00:00,4597,985,2002-09-03T00:00:00,2021-01-06T00:00:00,2021-01-07T00:00:00,2024-12-17T00:00:00,2024-12-30T00:00:00,8
