market,model,feature_set,seed,horizon_step,expanding_recursive_price_rmse,expanding_recursive_price_mae,expanding_recursive_rmse,expanding_recursive_mae,rolling_recursive_price_rmse,rolling_recursive_price_mae,rolling_recursive_rmse,rolling_recursive_mae,price_rmse_delta,price_rmse_delta_pct,price_rmse_candidate_wins,price_mae_delta,price_mae_delta_pct,price_mae_candidate_wins,rmse_delta,rmse_delta_pct,rmse_candidate_wins,mae_delta,mae_delta_pct,mae_candidate_wins
bist100,cnn1d,close,1,18,1580.2708398582215,1062.0570605104806,0.2157775330249041,0.1337502490805443,1521.14101575937,1107.7206523804864,0.1876100571669146,0.1367663317782441,-59.129824098851486,-3.7417525279499864,True,45.6635918700058,4.299542234393458,False,-0.02816747585798951,-13.053942856385582,True,0.00301608269769979,2.2550109016122333,False
bist100,cnn1d,close,1,19,1631.4370653610056,1103.1501899598586,0.2251973692219245,0.1394848137048131,1568.6708409418727,1156.3630534387598,0.1955275943196714,0.1444645254516698,-62.76622441913287,-3.8472967025083444,True,53.21286347890123,4.823718833864094,False,-0.029669774902253088,-13.175009550406655,True,0.004979711746856685,3.5700744866714142,False
bist100,cnn1d,close,1,20,1666.540692234554,1115.300168751805,0.2335987689175168,0.1418099827632847,1609.46288388102,1186.3463416662876,0.2034599505766081,0.1497289393998092,-57.07780835353401,-3.4249273731805587,True,71.04617291448267,6.370139170156715,False,-0.030138818340908702,-12.901959406965304,True,0.007918956636524505,5.584202523840065,False
bist100,cnn1d,close,7,1,185.33123587549548,137.17547493690697,0.0238968391491555,0.0166348802104744,187.452950180136,133.16610420446395,0.023424535299835,0.0157334337786147,2.121714304640534,1.1448228328148042,False,-4.009370732443017,-2.922804338229631,True,-0.00047230384932049965,-1.9764281224497868,True,-0.000901446431859701,-5.4190136655873955,True
bist100,cnn1d,close,7,2,284.2001535563104,190.2271521217387,0.0336185708622076,0.0228162996386698,303.58777715355865,211.9720473549449,0.0339721761156221,0.0243760258514042,19.38762359724825,6.821820239941164,False,21.744895233206194,11.431015494197286,False,0.00035360525341450455,1.0518152448056939,False,0.0015597262127344004,6.836017397365023,False
bist100,cnn1d,close,7,3,411.0368452378761,265.4832230563162,0.0482414196784972,0.0321195515777636,433.6570596011267,315.43243755245715,0.0480737845863732,0.0362858619889931,22.620214363250625,5.503208441121576,False,49.94921449614094,18.81445234885722,False,-0.00016763509212399524,-0.347492037425913,True,0.004166310411229501,12.971259580453928,False
bist100,cnn1d,close,7,4,553.8097228236076,361.81595681075777,0.063736797874339,0.0427134018070477,536.9713907158626,389.9545506426634,0.0601217507184624,0.0442869008202222,-16.838332107744918,-3.0404544040675954,True,28.13859383190561,7.777046120335446,False,-0.0036150471558765995,-5.6718367982713636,True,0.0015734990131745022,3.68385318566426,False
bist100,cnn1d,close,7,5,652.766401718033,447.3724772857287,0.075057891572136,0.0525501531084735,663.5132626892839,489.2931978064877,0.0724997642205538,0.0554031490828261,10.746860971250953,1.6463563294566033,False,41.920720520759005,9.370429038258651,False,-0.002558127351582201,-3.408205716948041,True,0.0028529959743525957,5.429091649768307,False
bist100,cnn1d,close,7,6,738.6776744928982,481.4757182660247,0.0853279952338081,0.0570218728240934,761.6151203487345,537.1754713621007,0.0830791093736304,0.0610988855518774,22.93744585583636,3.105203615580084,False,55.69975309607594,11.568548731111864,False,-0.002248885860177699,-2.6355779882270807,True,0.004077012727783998,7.149910246478858,False
bist100,cnn1d,close,7,7,802.9243915954186,532.8304458754023,0.0952614999694444,0.0643770571133858,821.657103717354,592.5398734669461,0.09023651587649,0.0677548423077911,18.73271212193538,2.333060536959563,False,59.70942759154377,11.20608404676378,False,-0.005024984092954404,-5.2749369835308,True,0.0033777851944052917,5.246877297382634,False
bist100,cnn1d,close,7,8,909.9587764326808,601.5275286559101,0.1096531753761752,0.0734772036895353,907.375027778085,659.3508022773718,0.101212236644055,0.075731555240716,-2.5837486545957518,-0.283941286299237,True,57.82327362146168,9.612739378805411,False,-0.008440938732120193,-7.697851615480158,True,0.0022543515511807,3.068096549653763,False
bist100,cnn1d,close,7,9,1008.9848684158472,652.7951877934324,0.1231920396676329,0.0807751979234455,982.7962712427608,681.4516137729098,0.1113193835352388,0.08024064127182,-26.188597173086464,-2.5955391396705254,True,28.656425979477376,4.3898034966129815,False,-0.011872656132394091,-9.63751892121117,True,-0.0005345566516254951,-0.66178315295757,True
bist100,cnn1d,close,7,10,1084.6774488120684,705.1666776871807,0.1341037403507387,0.0881810726213184,1069.5885738311572,732.4070896508003,0.1214526885259074,0.0864476455261874,-15.088874980911214,-1.3910932690115805,True,27.240411963619636,3.8629749285606154,False,-0.012651051824831283,-9.43377999132863,True,-0.001733427095130996,-1.9657586867591899,True
bist100,cnn1d,close,7,11,1182.415692399933,768.6717561884287,0.1487680884591695,0.0974415772965428,1182.2816419839585,799.581287062409,0.1351922786458224,0.0952783937937154,-0.13405041597457057,-0.01133699568063836,True,30.909530873980316,4.021161259683814,False,-0.013575809813347106,-9.125485145339544,True,-0.002163183502827404,-2.2199799745074045,True
bist100,cnn1d,close,7,12,1260.8892777484093,812.308634374358,0.1610576352935828,0.1044256948288027,1251.7459988348155,859.6078519363438,0.1465611923280705,0.1045484845030782,-9.143278913593804,-0.7251452665154792,True,47.299217561985756,5.822813590848473,False,-0.014496442965512307,-9.000779714098973,True,0.0001227896742754947,0.11758569045367447,False
bist100,cnn1d,close,7,13,1342.0953201929026,867.0911884063211,0.1753188046749298,0.1130757228135765,1372.6291659594851,963.562365857684,0.1627094697800115,0.1176375736048161,30.533845766582544,2.2750877159897884,False,96.4711774513629,11.12583990487472,False,-0.012609334894918306,-7.192231842042335,True,0.004561850791239594,4.034332638103528,False
bist100,cnn1d,close,7,14,1445.0608628360865,918.820332726065,0.1886653600912604,0.1188119693740127,1489.548746273826,1027.1799011697249,0.1744996861530626,0.1238417326724961,44.48788343773958,3.078616588537825,False,108.3595684436599,11.793335931320316,False,-0.014165673938197787,-7.508359738823082,True,0.005029763298483397,4.233380967409112,False
bist100,cnn1d,close,7,15,1516.8612485248136,977.8484360975854,0.1996030157812186,0.1266185260311308,1580.3464013043108,1106.1573208645775,0.1860998408118509,0.1337229175973116,63.485152779497184,4.1852972934233845,False,128.30888476699215,13.121551360152448,False,-0.013503174969367704,-6.765015506663636,True,0.007104391566180812,5.610862635088727,False
bist100,cnn1d,close,7,16,1619.206076985408,1010.5063303215264,0.214954295586449,0.1323995700890951,1683.7984073918635,1153.8650449542588,0.2006091747246888,0.1403966555468837,64.59233040645563,3.9891358687778524,False,143.35871463273236,14.186820045661463,False,-0.01434512086176018,-6.673567896200032,True,0.0079970854577886,6.04011436925902,False
bist100,cnn1d,close,7,17,1683.069871770624,1054.7421906218312,0.2270107844371298,0.1392358017834125,1762.0131604227531,1230.0402771815172,0.2112593333635755,0.1495830675660113,78.94328865212901,4.690434424393745,False,175.298086559686,16.619993787897844,False,-0.0157514510735543,-6.938635586238695,True,0.010347265782598813,7.4314692414343595,False
bist100,cnn1d,close,7,18,1753.698187026051,1109.7512436327902,0.2391582591135352,0.1465934463237192,1865.000976156291,1320.034113303956,0.2235327335656047,0.1595240977936181,111.30278913023994,6.346747117244214,False,210.28286967116583,18.94864915697694,False,-0.01562552554793048,-6.53355046396813,True,0.012930651469898885,8.820756857946025,False
bist100,cnn1d,close,7,19,1813.0508653962984,1168.8041929925112,0.249509958822605,0.1556486158842657,1933.2594613001563,1380.3166051731214,0.2327623850685121,0.1677383777840189,120.20859590385794,6.63018331135363,False,211.51241218061023,18.096479585607153,False,-0.016747573754092887,-6.712186492724313,True,0.012089761899753193,7.767343018805045,False
bist100,cnn1d,close,7,20,1846.8583839296944,1180.8443928691504,0.2569030804534987,0.1577426968370873,1991.7383475460624,1417.5687925315144,0.2416936649799148,0.1733781678415666,144.87996361636806,7.844670976238929,False,236.72439966236402,20.047044393985235,False,-0.015209415473583898,-5.9202931497494875,True,0.01563547100447929,9.912009441950401,False
bist100,cnn1d,close,42,1,166.06464934434155,119.88106773490884,0.0212839772627785,0.0143526878322477,169.4276923646759,133.19069698457702,0.0223182241803103,0.0161598110942279,3.363043020334345,2.0251408313643826,False,13.309629249668177,11.102361282850397,False,0.0010342469175317996,4.859274677672648,False,0.0018071232619801987,12.590835132078492,False
bist100,cnn1d,close,42,2,265.3428596404352,189.8077695074481,0.0302999588317659,0.022025634551087,268.72403321290165,190.39494572283743,0.0319538117596425,0.0223808594416567,3.381173572466423,1.2742658977325543,False,0.5871762153893201,0.3093530980913187,False,0.0016538529278765993,5.458267904122468,False,0.00035522489056969905,1.6127793718985868,False
bist100,cnn1d,close,42,3,327.8796497351027,234.49207718000585,0.0370439119771783,0.0271917621615813,381.6853436727336,276.2679871658924,0.0448437724845462,0.0327005109875731,53.805693937630906,16.410196235448304,False,41.77590998588656,17.815488901920396,False,0.0077998605073678964,21.05571493683812,False,0.0055087488259918,20.258888678332887,False
bist100,cnn1d,close,42,4,440.10080853056,336.4219215366465,0.0491719423140615,0.0382783582047794,523.8637545867816,382.085196660294,0.0601951281783332,0.0443967908199077,83.76294605622161,19.032672613325868,False,45.66327512364751,13.57321630976815,False,0.0110231858642717,22.417633604681598,False,0.0061184326151283025,15.984051830008635,False
bist100,cnn1d,close,42,5,518.9995740858618,392.80120547395023,0.056699961636493,0.0443300088426275,637.065274597805,458.0544257697252,0.0730434496860585,0.0536782549492944,118.06570051194319,22.748708555281155,False,65.25322029577495,16.612275977371564,False,0.0163434880495655,28.824513417389284,False,0.009348246106666902,21.08785076008755,False
bist100,cnn1d,close,42,6,591.6361552874747,436.0337609269799,0.0643463973985233,0.049610998153514,702.4988315634296,486.7537840132383,0.080623615249041,0.0577049223814589,110.86267627595487,18.738320044366954,False,50.720023086258436,11.63213210335615,False,0.01627721785051771,25.296238031332674,False,0.008093924227944901,16.314778031474866,False
bist100,cnn1d,close,42,7,594.6827663518284,455.1503833627893,0.0668069503774071,0.053146174517476,745.0240795818347,513.0042527324244,0.0867048351426009,0.0613731697148469,150.34131323000634,25.28092652697806,False,57.85386936963516,12.710934997394311,False,0.019897884765193802,29.78415367381132,False,0.008226995197370905,15.479938625997685,False
bist100,cnn1d,close,42,8,638.496803022944,489.89034360533935,0.0711895325786501,0.0567382495839495,827.1919033137709,582.5256775250858,0.0977994996769607,0.0710002179013893,188.69510029082687,29.553021941136677,False,92.63533391974647,18.909401895534085,False,0.026609967098310594,37.37904455112406,False,0.014261968317439803,25.136426347340695,False
bist100,cnn1d,close,42,9,730.7116463877572,519.1101742199082,0.0823278378830147,0.0607649788838653,944.3715959666932,660.1741414840916,0.1126272468648793,0.0806873595645323,213.659949578936,29.239981411977638,False,141.06396726418336,27.174186573431538,False,0.03029940898186459,36.803358087599854,False,0.019922380680667,32.78595837043385,False
bist100,cnn1d,close,42,10,792.483226975453,551.3961362408543,0.0882416909024843,0.0634331563167989,1056.05882478932,747.4728711139867,0.1272781263673591,0.0918741737069197,263.5755978138669,33.25945443915763,False,196.0767348731324,35.5600487536758,False,0.039036435464874814,44.23808640296104,False,0.02844101739012081,44.836200879048526,False
bist100,cnn1d,close,42,11,868.2533825555232,599.2407224671491,0.097843848252954,0.0693582144045444,1144.1299206277486,809.0784318572523,0.1400682548240917,0.1009498770237737,275.87653807222534,31.77373605620057,False,209.8377093901032,35.01726460214104,False,0.042224406571137685,43.15489151855072,False,0.0315916626192293,45.54855238193588,False
bist100,cnn1d,close,42,12,913.2430801956192,645.9299447723781,0.1041671138654559,0.0751963864899927,1221.2553366275586,870.5697417512087,0.1510298986833662,0.1099131666053442,308.01225643193936,33.72730252343793,False,224.63979697883053,34.777733838921534,False,0.0468627848179103,44.98808028648956,False,0.034716780115351495,46.16814947613431,False
bist100,cnn1d,close,42,13,952.558288628662,692.3902357336287,0.1094176605607169,0.0811464909039938,1294.6137816180892,915.7558939301553,0.1627709114569966,0.1176100474838573,342.0554929894272,35.90914037206719,False,223.3656581965265,32.26008205616263,False,0.053353250896279694,48.761096355805805,False,0.0364635565798635,44.9354693883243,False
bist100,cnn1d,close,42,14,1041.385200474545,753.2264609655714,0.1194629100660713,0.0880768338764148,1393.77868046297,985.0707350831888,0.174396893291295,0.1247787354319313,352.39347998842504,33.83891760972253,False,231.84427411761737,30.78015525641691,False,0.054933983225223706,45.98413281146541,False,0.0367019015555165,41.670323443977175,False
bist100,cnn1d,close,42,15,1087.3635629820062,791.5551375937429,0.1245925705323558,0.0933640255867,1464.9595373229388,1026.8820251829293,0.1840532982581367,0.130892952750521,377.59597434093257,34.72582558361679,False,235.3268875891864,29.72968987410772,False,0.05946072772578091,47.72413593500696,False,0.037528927163821016,40.1963464278549,False
bist100,cnn1d,close,42,16,1185.2994434989555,877.3304239055464,0.13819937471397,0.1040202938937515,1555.9120947486415,1083.8799504066883,0.1993363620093219,0.1401183553591138,370.612651249686,31.26742809864591,False,206.54952650114194,23.542957234021458,False,0.061136987295351886,44.23825174454411,False,0.03609806146536229,34.702902783791025,False
bist100,cnn1d,close,42,17,1243.0500424430018,910.6959320979338,0.1456425965995705,0.1072999236986211,1615.720387902328,1118.9799225455165,0.2091643643226086,0.1456479778025745,372.6703454593262,29.98031718231605,False,208.2839904475827,22.870859867328846,False,0.06352176772303811,43.614827808710906,False,0.038348054103953394,35.7391252314993,False
bist100,cnn1d,close,42,18,1320.3929620770048,973.5250673466708,0.1556009892764862,0.1149590432109045,1700.4262589330035,1178.7414022078528,0.2224210595221249,0.1543065487546269,380.03329685599874,28.781832967225053,False,205.21633486118208,21.079717589655537,False,0.06682007024563871,42.94321684993059,False,0.039347505543722405,34.227412167597166,False
bist100,cnn1d,close,42,19,1374.720547257374,1044.1738488806425,0.1630499467015628,0.1247597591507275,1748.723823339374,1236.3773510652588,0.2317486969906664,0.1636303517692987,374.00327608199996,27.205767516034616,False,192.20350218461635,18.407231936584036,False,0.06869875028910358,42.13356194151096,False,0.03887059261857119,31.15635432704707,False
bist100,cnn1d,close,42,20,1410.567680502283,1070.5948143105722,0.1687524618268345,0.1283870717778105,1788.2685001282712,1253.8673891604694,0.2408846229264544,0.1673523343038796,377.70081962598806,26.776511673051672,False,183.27257484989718,17.118761682767786,False,0.0721321610996199,42.744360774800654,False,0.038965262526069105,30.34983350465633,False
bist100,cnn1d,close,123,1,180.01540954423643,140.04763134409427,0.0231835850159054,0.0170129444234053,192.1661868814909,149.11115968767558,0.0244702324720194,0.0179394705383991,12.150777337254453,6.749854008619501,False,9.06352834358131,6.471746973936603,False,0.0012866474561139991,5.549820941115352,False,0.0009265261149937996,5.446006828301546,False
bist100,cnn1d,close,123,2,283.8641771102492,210.81682333485512,0.0332840182024691,0.0248854731916007,324.11138564389444,222.9177884065614,0.038207567938428,0.0265859885069281,40.24720853364522,14.178333082872138,False,12.100965071706298,5.740037668856004,False,0.004923549735958897,14.792534080496491,False,0.0017005153153274027,6.833365402516669,False
bist100,cnn1d,close,123,3,390.292571941411,281.4638487118242,0.0451194833039519,0.0332292095907444,474.02605029237526,313.39818226716443,0.0556110281758322,0.0373532292723504,83.73347835096428,21.45402817544116,False,31.93433355534023,11.345802916251632,False,0.010491544871880303,23.25280367508414,False,0.004124019681606,12.410826897172711,False
bist100,cnn1d,close,123,4,555.1416686453938,413.8614647956521,0.0627288771634093,0.0475235332031114,648.2237098019752,446.69760961298334,0.0743712028627683,0.0517651317492699,93.08204115658145,16.767258956387074,False,32.83614481733122,7.934090900090048,False,0.011642325699358996,18.559754654990282,False,0.0042415985461585,8.925259256356803,False
bist100,cnn1d,close,123,5,679.138803858017,505.68650207023927,0.0754121489069754,0.0577812943396094,782.7196788988881,537.6388585993626,0.0902570109269777,0.0625864453445141,103.58087504087109,15.251797490064497,False,31.952356529123335,6.3186097311897775,False,0.014844862020002306,19.684974152260498,False,0.004805151004904702,8.316101360870249,False
bist100,cnn1d,close,123,6,765.7276869228414,555.7383114307866,0.0846203687988629,0.0637755953074431,893.3533498993672,605.9153682420173,0.1039302149352427,0.0711775818043634,127.62566297652586,16.66723890961854,False,50.17705681123073,9.028900073857862,False,0.019309846136379802,22.81938309944979,False,0.007401986496920296,11.606299339484844,False
bist100,cnn1d,close,123,7,810.4308700108401,587.3516956975518,0.0920236970317158,0.0682565444162818,965.7397681635676,658.8011361481663,0.1158074340623713,0.0790747566568075,155.30889815272758,19.163744114368473,False,71.44944045061447,12.164677649523007,False,0.023783737030655505,25.845230954433926,False,0.01081821224052569,15.849340650103484,False
bist100,cnn1d,close,123,8,887.3422121784863,636.3136023573256,0.1015282193058701,0.0746882799505204,1066.3300214624498,717.1833235514839,0.1296242546492038,0.0867961095016863,178.98780928396354,20.171226706834574,False,80.86972119415827,12.709098295960269,False,0.0280960353433337,27.673129239753408,False,0.012107829551165905,16.211150610493533,False
bist100,cnn1d,close,123,9,981.2454631279546,668.4429350658154,0.1145176181060119,0.0808750272193666,1177.5982085606545,760.1201702133976,0.1457299120828523,0.0945237212598432,196.35274543269986,20.010563392240154,False,91.67723514758222,13.715042876256236,False,0.031212293976840402,27.2554516004222,False,0.013648694040476597,16.876277523166305,False
bist100,cnn1d,close,123,10,1051.7318638495667,700.9062037914964,0.1229259218279734,0.0844219336480665,1277.584884952638,816.700891233177,0.15918783667854,0.1011687918000982,225.85302110307134,21.47439179758235,False,115.7946874416806,16.5207108761912,False,0.036261914850566596,29.498997698233833,False,0.01674685815203171,19.83709378399823,False
bist100,cnn1d,close,123,11,1146.0504622288531,775.5295390347878,0.134754269828178,0.093378618738708,1387.7537686995447,880.0823854055853,0.1750783159074969,0.1096778499338468,241.7033064706916,21.090110290660675,False,104.55284637079751,13.481478281397557,False,0.04032404607931889,29.924132371267437,False,0.016299231195138805,17.454992818802886,False
bist100,cnn1d,close,123,12,1202.526809695018,818.6351303236177,0.1428397271643161,0.0995957660959282,1465.9154533395597,946.8618930077172,0.1876821593642503,0.1192738240598023,263.3886436445416,21.902933183780046,False,128.22676268409953,15.663481560266016,False,0.04484243219993422,31.39352972044647,False,0.019678057963874104,19.75792620031727,False
bist100,cnn1d,close,123,13,1275.70288847983,878.9037409017606,0.153447959170865,0.1077619031072776,1562.2300426441093,1007.915621803696,0.2023748557434276,0.1281477275376692,286.5271541642792,22.460335925531567,False,129.01188090193546,14.678727020727946,False,0.04892689657256258,31.88500963905441,False,0.020385824430391608,18.917468829496638,False
bist100,cnn1d,close,123,14,1385.279478782537,951.7129182154448,0.1668030297300372,0.1154673163323326,1680.0692966639954,1085.7527924965968,0.2186796261200507,0.1373008379345275,294.7898178814585,21.280169265232797,False,134.03987428115204,14.084065868569901,False,0.05187659639001352,31.100512067420677,False,0.021833521602194886,18.908832642610893,False
bist100,cnn1d,close,123,15,1453.539235466441,995.1614492217088,0.1748397654455183,0.1202101924972361,1760.2229498935037,1127.1571060879144,0.2299021310513885,0.1419277681828974,306.6837144270628,21.09910121061493,False,131.99565686620554,13.26374298054211,False,0.05506236560587019,31.493044769056347,False,0.021717575685661294,18.066334671380407,False
bist100,cnn1d,close,123,16,1568.858706836223,1059.816888094845,0.1893313128503602,0.1283378439760224,1884.166904745069,1211.7401903847526,0.2477282044391906,0.1529444840315033,315.30819790884584,20.097934666449323,False,151.92330228990772,14.334863314266402,False,0.05839689158883041,30.84375780723865,False,0.024606640055480883,19.173331336373536,False
bist100,cnn1d,close,123,17,1628.3447969756985,1118.2125963617414,0.1984224429553757,0.1358274983977086,1967.427511759752,1277.1597320014328,0.2613077037297653,0.1626082056222496,339.08271478405345,20.823766281798974,False,158.9471356396914,14.214393234063701,False,0.0628852607743896,31.692614926897267,False,0.026780707224540984,19.716705041659495,False
bist100,cnn1d,close,123,18,1697.7796791012338,1186.554477223329,0.2088558527726357,0.1458249703824295,2065.7854160732604,1362.779319630909,0.2759950116319513,0.1736714870508008,368.0057369720266,21.675706306417837,False,176.2248424075799,14.851812183117445,False,0.0671391588593156,32.14617065694803,False,0.02784651666837129,19.095849356487527,False
bist100,cnn1d,close,123,19,1749.3105523846425,1232.0598256147098,0.2166316251303669,0.1518710951924174,2123.339018682037,1405.605971090996,0.2860364115633863,0.178734879545177,374.0284662973945,21.38147887963762,False,173.54614547628626,14.085853776597181,False,0.06940478643301937,32.038159890667956,False,0.0268637843527596,17.688543246971232,False
bist100,cnn1d,close,123,20,1813.2052956087675,1242.500979590305,0.2246423024612199,0.1522277105561288,2188.4490868351777,1422.0329320540095,0.2967502658171897,0.1801242136563043,375.24379122641017,20.695052685715073,False,179.53195246370456,14.449240315520907,False,0.0721079633559698,32.09901366124834,False,0.027896503100175496,18.325509198201864,False
bist100,cnn1d,close,2026,1,163.402508721825,122.55386114711408,0.0215556069232983,0.0147935636091706,152.69856036634576,114.56293308876624,0.0210109096405498,0.0143911729647664,-10.703948355479241,-6.550663413437275,True,-7.9909280583478335,-6.520339696809304,True,-0.0005446972827485019,-2.52694013528224,True,-0.00040239064440420087,-2.7200386264926526,True
bist100,cnn1d,close,2026,2,273.03872701132195,198.5828689237917,0.0316657229727295,0.0228661847525609,243.5258651173423,172.7519705750296,0.0295814877063584,0.0208292277018365,-29.512861893979647,-10.80903878252987,True,-25.830898348762105,-13.007616663386502,True,-0.0020842352663711025,-6.581991727035711,True,-0.0020369570507243993,-8.908163179676357,True
bist100,cnn1d,close,2026,3,356.3192615943662,253.4358339858273,0.0416514946407326,0.0296982242239215,325.79133741241105,238.85539619946664,0.0388841717786806,0.0288459765174225,-30.527924181955143,-8.56757618023696,True,-14.580437786360648,-5.7531082156187985,True,-0.002767322862052002,-6.6439941373573905,True,-0.0008522477064990021,-2.869692477479945,True
