market,model,feature_set,seed,fold,expanding_recursive_price_rmse,expanding_recursive_price_mae,expanding_recursive_rmse,expanding_recursive_mae,rolling_recursive_price_rmse,rolling_recursive_price_mae,rolling_recursive_rmse,rolling_recursive_mae,price_rmse_delta,price_rmse_delta_pct,price_rmse_candidate_wins,price_mae_delta,price_mae_delta_pct,price_mae_candidate_wins,rmse_delta,rmse_delta_pct,rmse_candidate_wins,mae_delta,mae_delta_pct,mae_candidate_wins
bist100,cnn1d,close,1,0,282.172569826425,240.1119244559192,0.1017905456627671,0.0874696412588704,282.172569826425,240.1119244559192,0.1017905456627671,0.0874696412588704,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
bist100,cnn1d,close,1,1,252.17034549838647,205.9818987669829,0.076877974044446,0.0633109106367902,225.17749982064225,178.0841380393982,0.0681647404082934,0.0543707618088687,-26.992845677744214,-10.704210927100041,True,-27.89776072758471,-13.543792388837069,True,-0.008713233636152604,-11.333849186914266,True,-0.008940148827921504,-14.121023908833733,True
bist100,cnn1d,close,1,2,257.3506035064769,204.8915594456156,0.0730971324210753,0.059055108273394,299.71384683253785,238.0330691520699,0.0859281931428209,0.0691058465132619,42.36324332606097,16.46129550459546,False,33.141509706454315,16.175146402383195,False,0.012831060721745599,17.553439234568607,False,0.010050738239867907,17.019252921082273,False
bist100,cnn1d,close,1,3,545.6275267080828,437.4707629001023,0.134100898134006,0.1084464680566699,594.541280052137,481.0676820471502,0.1475075533714633,0.1202654946112739,48.91375334405427,8.964678457328587,False,43.59691914704791,9.965676073535317,False,0.013406655237457293,9.997438812124978,False,0.011819026554603998,10.89848914989821,False
bist100,cnn1d,close,1,4,118.40190596210076,104.10186750613856,0.0243847321083112,0.021397958315652,132.97793173330288,99.19225110235102,0.0271742231774618,0.0202486637922002,14.576025771202126,12.310634404709468,False,-4.909616403787538,-4.716165541889087,True,0.0027894910691506,11.439498522109417,False,-0.0011492945234517979,-5.371047585465766,True
bist100,cnn1d,close,1,5,523.3717133393384,342.3370319754057,0.0951430656277671,0.0621109561710132,351.36013953406297,247.68988638762167,0.0662138379124635,0.0463524627049604,-172.01157380527542,-32.866043276922056,True,-94.64714558778402,-27.647358231049832,True,-0.028929227715303596,-30.406028568056485,True,-0.0157584934660528,-25.371519676277646,True
bist100,cnn1d,close,1,6,518.3965059958686,459.8997276249881,0.1043423569000938,0.0931969922941063,405.8156304551242,359.88110357825803,0.0809356800316731,0.0717632044623315,-112.58087554074433,-21.71713625354596,True,-100.01862404673005,-21.747919826620848,True,-0.023406676868420698,-22.432574425007697,True,-0.021433787831774798,-22.998368621312526,True
bist100,cnn1d,close,1,7,691.6640672892119,678.726972106819,0.1412880240480552,0.1390313340063439,765.9979001611645,748.0463308532895,0.1577557497704079,0.1544319325808878,74.33383287195261,10.747100563324583,False,69.31935874647058,10.213143369166271,False,0.016467725722352694,11.655429278812514,False,0.0154005985745439,11.07707027671991,False
bist100,cnn1d,close,1,8,133.99313980789162,112.8266242486222,0.0268584529796809,0.0225538931874196,146.85697713021406,129.22381315992567,0.0294018255021367,0.0257867148621437,12.86383732232244,9.600370094144784,False,16.397188911303473,14.533084739973253,False,0.0025433725224557995,9.469542137739374,False,0.0032328216747241,14.333763345688562,False
bist100,cnn1d,close,1,9,250.5538264623744,184.18241764613785,0.0532808999823429,0.038895073461396,192.3636961554908,150.8337555970207,0.0412464302369006,0.0319964493301454,-58.19013030688359,-23.224602524927704,True,-33.34866204911714,-18.106322240371803,True,-0.012034469745442304,-22.586836463780614,True,-0.0068986241312506,-17.73649852621463,True
bist100,cnn1d,close,1,10,397.7311283125933,338.322569933357,0.0798037258395317,0.0687652648965189,391.7452382189885,334.00111483093326,0.0786997600161712,0.0678856757298794,-5.98589009360478,-1.5050092053393977,True,-4.321455102423727,-1.2773180054984123,True,-0.0011039658233605032,-1.3833512304680402,True,-0.0008795891666394939,-1.279118415326604,True
bist100,cnn1d,close,1,11,304.48737650865536,271.3407834307096,0.0533799599771058,0.0472345692551107,299.74111401742766,234.91381534640828,0.0536042194950413,0.0414352888385003,-4.7462624912276965,-1.5587715148160761,True,-36.426968084301336,-13.424803902950119,True,0.00022425951793550447,0.4201193070052646,False,-0.005799280416610403,-12.27761893051016,True
bist100,cnn1d,close,1,12,577.7162217411112,476.1467588087265,0.0838209422048765,0.0697688479255341,603.59310181809,497.916813853693,0.0878145410176342,0.0731339923876009,25.87688007697875,4.479167989950404,False,21.77005504496651,4.57213131082381,False,0.0039935988127576955,4.7644403745742645,False,0.003365144462066802,4.8232765225799605,False
bist100,cnn1d,close,1,13,920.141609886129,773.8220959491307,0.1241181199912276,0.1043037720198363,1272.242509774714,1087.6910323801512,0.1777189859529911,0.1511973170158482,352.1008998885851,38.2659469048638,False,313.86893643102053,40.560865097299256,False,0.0536008659617635,43.18536726591725,False,0.04689354499601191,44.95862813771853,False
bist100,cnn1d,close,1,14,705.5158014165025,663.1886344663296,0.0832107393777445,0.0781305759178179,351.830350061548,293.7423202998337,0.0434121486624176,0.0362751734321821,-353.6854513549545,-50.13147127886306,True,-369.44631416649594,-55.7075762409274,True,-0.0397985907153269,-47.82867092991054,True,-0.041855402485635795,-53.57109171915186,True
bist100,cnn1d,close,1,15,1129.2388642227734,998.5888808190244,0.1353559223734081,0.1195469344124112,845.3658144510199,747.852932181893,0.1034777180398472,0.0912351137127516,-283.8730497717535,-25.1384413666223,True,-250.7359486371314,-25.109026692895114,True,-0.031878204333560894,-23.55139233998058,True,-0.028311820699659596,-23.68259867040162,True
